wavelength_nm	intensity_arb
325.287	15.2863
325.303	33.4293
325.32	16.0194
325.336	23.5863
325.352	8.51776
325.369	38.7947
325.385	39.197
325.401	7.51266
325.418	21.8795
325.434	11.3715
325.451	21.2786
325.467	26.5088
325.483	19.3755
325.499	27.8958
325.516	34.032
325.532	22.4199
325.548	20.9606
325.565	16.3642
325.581	10.9987
325.597	6.04085
325.614	12.0859
325.63	15.6191
325.646	13.9679
325.662	24.5826
325.679	11.8479
325.695	27.1216
325.711	20.3972
325.727	30.9331
325.744	23.7452
325.76	34.0694
325.776	18.7174
325.792	21.2062
325.809	32.3278
325.825	33.8976
325.841	21.913
325.857	8.82291
325.873	28.3231
325.89	20.1065
325.906	23.1293
325.922	34.9372
325.938	10.9108
325.954	11.0534
325.97	16.5008
325.986	38.9819
326.003	24.2303
326.019	12.5217
326.035	16.0939
326.051	24.4818
326.067	30.6855
326.083	26.3519
326.099	27.2626
326.115	35.5864
326.132	25.5723
326.148	18.0465
326.164	22.9685
326.18	19.1059
326.196	21.2851
326.212	17.1114
326.228	27.5868
326.244	11.3688
326.26	19.0665
326.276	48.3147
326.292	33.1927
326.308	45.8821
326.324	12.8169
326.34	22.2001
326.356	11.027
326.372	52.3103
326.388	18.2824
326.404	32.9559
326.42	43.7793
326.436	21.6526
326.452	11.3597
326.468	24.0141
326.484	31.793
326.5	54.2764
326.516	48.8384
326.532	37.7799
326.548	17.0432
326.564	45.735
326.58	30.1621
326.596	35.4484
326.611	41.6563
326.627	36.697
326.643	30.6488
326.659	79.9711
326.675	64.3467
326.691	53.8779
326.707	34.5394
326.723	96.2866
326.739	75.2327
326.754	39.1015
326.77	44.4571
326.786	54.1608
326.802	32.0503
326.818	41.2503
326.834	25.8825
326.849	19.1823
326.865	22.2542
326.881	23.4709
326.897	9.35299
326.913	21.3251
326.928	15.1503
326.944	17.2622
326.96	48.3714
326.976	18.6776
326.992	30.0777
327.007	79.0157
327.023	26.3529
327.039	44.8111
327.055	48.9932
327.07	14.0195
327.086	15.0369
327.102	24.1895
327.118	39.3928
327.136	59.2467
327.154	26.8475
327.171	29.2903
327.189	63.0284
327.206	52.2288
327.224	24.2411
327.241	41.9316
327.259	101.386
327.276	62.9965
327.293	55.4736
327.311	46.427
327.328	99.3092
327.346	54.4361
327.363	62.8372
327.381	37.3002
327.398	48.2387
327.416	60.1293
327.433	37.8449
327.45	55.5427
327.468	38.3935
327.485	44.2509
327.503	51.7903
327.52	51.1753
327.537	63.9545
327.555	55.9639
327.572	50.781
327.59	71.8083
327.607	77.3054
327.624	55.25
327.642	64.3508
327.659	63.4288
327.676	79.2159
327.694	60.3442
327.711	72.7792
327.728	57.3899
327.746	69.1293
327.763	67.3879
327.78	76.3565
327.798	67.2995
327.815	71.9747
327.832	65.6981
327.85	77.2921
327.867	65.6015
327.884	73.3445
327.901	80.8718
327.919	72.6711
327.936	66.5221
327.953	62.5348
327.97	64.698
327.988	73.0251
328.005	82.1828
328.022	127.707
328.039	42.4036
328.057	42.3105
328.074	59.7443
328.091	58.267
328.108	85.9515
328.125	62.0895
328.143	40.6204
328.16	27.6823
328.177	45.3902
328.194	37.5715
328.211	46.2813
328.229	36.8004
328.246	40.5742
328.263	66.6441
328.28	49.3375
328.297	68.8869
328.314	69.68
328.331	108.529
328.349	74.492
328.366	47.6735
328.383	132.854
328.4	63.8963
328.417	50.8334
328.434	58.0295
328.451	100.823
328.468	86.3324
328.485	51.1364
328.502	66.2103
328.519	34.1786
328.536	41.9176
328.554	20.5168
328.571	33.9205
328.588	31.3044
328.605	50.5725
328.622	47.8036
328.639	38.1468
328.656	36.1624
328.673	51.4057
328.69	31.9535
328.707	25.8147
328.724	34.2059
328.741	19.6558
328.758	33.788
328.775	38.3246
328.792	35.2458
328.809	32.1075
328.826	42.5827
328.842	57.916
328.859	47.2039
328.876	43.4257
328.893	37.1955
328.91	30.8952
328.927	24.9931
328.944	38.136
328.961	26.3899
328.978	17.9688
328.995	15.4674
329.012	36.8739
329.029	20.134
329.045	22.6336
329.062	18.6186
329.079	30.0959
329.096	15.3558
329.113	25.2058
329.13	39.6115
329.147	39.8253
329.163	53.8864
329.18	31.4948
329.197	23.456
329.214	19.7493
329.231	31.1955
329.247	60.6265
329.264	18.041
329.281	24.5081
329.298	36.9415
329.315	24.4654
329.331	32.8446
329.348	30.7203
329.365	15.0316
329.382	26.7348
329.398	20.0398
329.415	50.3756
329.432	24.2333
329.449	10.2476
329.465	16.9832
329.482	27.4232
329.499	23.4345
329.516	22.1733
329.532	16.8223
329.549	12.8636
329.566	18.2692
329.582	25.9389
329.599	21.7923
329.616	39.0984
329.632	38.2381
329.649	19.4038
329.666	32.8464
329.682	27.5047
329.699	16.5045
329.716	15.5609
329.732	12.943
329.749	14.9785
329.765	18.1051
329.782	14.3179
329.799	28.0639
329.815	37.3769
329.832	11.6378
329.849	44.8736
329.865	37.0646
329.882	61.0243
329.898	20.6062
329.915	18.8686
329.931	25.5618
329.948	44.2378
329.964	37.1608
329.981	33.7491
329.998	33.5362
330.014	12.3935
330.031	32.9297
330.047	45.67
330.064	17.5835
330.08	16.8932
330.097	30.6344
330.113	49.7543
330.13	19.0269
330.146	22.8697
330.163	33.2011
330.179	21.5957
330.195	98.2531
330.212	30.0892
330.228	34.8086
330.245	32.6733
330.261	50.0316
330.278	13.651
330.294	27.5395
330.311	49.7163
330.327	49.9468
330.343	32.6554
330.36	29.3651
330.376	40.0559
330.393	24.5606
330.409	23.6084
330.425	33.709
330.442	29.2288
330.458	45.3079
330.474	20.7313
330.491	38.9969
330.507	46.3635
330.523	39.9158
330.54	50.6051
330.556	39.9292
330.572	36.757
330.589	34.7801
330.605	29.6489
330.621	38.9954
330.638	24.3929
330.654	32.619
330.67	41.5636
330.687	28.0162
330.703	38.0918
330.719	34.6305
330.735	31.8631
330.752	52.4487
330.768	65.3044
330.784	52.0378
330.8	116.982
330.817	80.3747
330.833	72.969
330.849	95.5602
330.865	142.634
330.881	81.769
330.898	98.0769
330.914	183.88
330.93	61.3665
330.946	83.5809
330.962	48.5983
330.979	38.7785
330.995	124.78
331.011	106.775
331.027	35.1926
331.043	58.9975
331.059	51.4785
331.075	18.173
331.092	37.1005
331.108	47.6626
331.124	75.2786
331.14	57.5735
331.156	61.0361
331.172	49.9826
331.188	55.1579
331.204	48.489
331.22	43.6968
331.236	65.5465
331.252	26.6398
331.269	54.9958
331.285	33.9745
331.301	31.2335
331.317	59.1729
331.333	33.5111
331.349	81.5397
331.365	44.076
331.381	48.6007
331.397	54.7644
331.413	55.2331
331.429	40.8227
331.445	40.0858
331.461	90.2837
331.477	69.4342
331.493	40.4785
331.509	25.9511
331.525	66.319
331.541	28.769
331.557	49.6508
331.572	53.2713
331.588	52.6452
331.604	50.799
331.62	41.4468
331.633	84.2907
331.651	62.7215
331.668	87.5134
331.686	54.8037
331.704	61.1231
331.722	52.5463
331.739	101.389
331.757	100.013
331.775	63.0465
331.793	80.7703
331.81	45.1846
331.828	83.7993
331.846	103.556
331.863	152.772
331.881	124.302
331.899	95.8927
331.916	67.3774
331.934	79.9904
331.952	81.6396
331.97	88.7032
331.987	72.9822
332.005	77.7702
332.023	83.6777
332.04	105.928
332.058	108.749
332.075	117.879
332.093	88.5629
332.111	87.434
332.128	85.7039
332.146	70.7971
332.164	113.637
332.181	84.8913
332.199	133.114
332.216	101.252
332.234	117.204
332.252	115.209
332.269	137.481
332.287	123.452
332.304	107.347
332.322	114.299
332.339	128.472
332.357	151.447
332.374	143.951
332.392	145.058
332.409	168.352
332.427	123.218
332.445	137.208
332.462	109.929
332.48	147.636
332.497	127.221
332.515	66.7684
332.532	72.1457
332.55	69.4903
332.567	65.6164
332.584	105.193
332.602	84.6071
332.619	103.424
332.637	119.305
332.654	65.4587
332.672	91.3884
332.689	91.5412
332.707	95.5733
332.724	85.034
332.741	72.1008
332.759	40.7953
332.776	52.6882
332.794	81.169
332.811	87.166
332.828	65.9129
332.846	94.4957
332.863	93.9089
332.881	54.0366
332.898	38.9786
332.915	40.5141
332.933	59.9463
332.95	63.0006
332.967	72.5424
332.985	83.6729
333.002	134.905
333.019	86.7989
333.037	96.3191
333.054	66.7872
333.071	125.117
333.088	88.3773
333.106	71.5819
333.123	54.6372
333.14	77.6562
333.158	75.5154
333.175	98.2062
333.192	130.021
333.209	106.58
333.227	179.698
333.244	55.8612
333.261	53.0926
333.278	52.4884
333.296	147.355
333.313	69.7812
333.33	43.272
333.347	60.5873
333.364	122.283
333.382	99.7393
333.399	144.616
333.416	78.9556
333.433	115.829
333.45	48.6281
333.468	54.0258
333.485	73.9101
333.502	99.6132
333.519	65.1394
333.536	82.2268
333.553	97.5459
333.57	99.3682
333.588	100.642
333.605	52.4968
333.622	76.1867
333.639	109.95
333.656	83.3149
333.673	66.2369
333.69	170.852
333.707	145.198
333.724	144.382
333.741	154.534
333.758	118.513
333.775	187.08
333.793	198.76
333.81	348.194
333.827	236.671
333.844	252.315
333.861	261.701
333.878	147.05
333.895	62.0903
333.912	69.4285
333.929	30.906
333.946	23.5091
333.963	38.6542
333.98	59.9493
333.997	45.4534
334.014	55.7663
334.031	138.091
334.048	89.0754
334.064	114.62
334.081	40.1194
334.098	61.4667
334.115	32.2955
334.132	18.4491
334.149	51.7184
334.166	122.206
334.183	79.3878
334.2	63.7492
334.217	120.377
334.234	34.7376
334.251	30.8994
334.267	42.1699
334.284	58.826
334.301	47.7474
334.318	119.19
334.335	130
334.352	109.928
334.369	184.349
334.385	55.7041
334.402	70.2797
334.419	67.2072
334.436	27.175
334.453	57.5237
334.469	144.45
334.486	83.7403
334.503	78.1739
334.52	122.87
334.537	61.2119
334.553	112.633
334.57	71.0495
334.587	60.1285
334.604	164.905
334.62	218.951
334.637	293.17
334.654	116.278
334.671	164.553
334.687	51.5184
334.704	59.1949
334.721	92.4159
334.738	163.743
334.754	310.111
334.771	222.366
334.788	233.071
334.804	196.718
334.821	170.881
334.838	55.9533
334.854	106.95
334.871	133.846
334.888	239.813
334.904	207.443
334.921	261.718
334.938	322.442
334.954	256.49
334.971	95.6545
334.987	84.6845
335.004	166.881
335.021	265.522
335.037	227.89
335.054	261.307
335.07	397.765
335.087	272.856
335.104	90.6042
335.12	99.4763
335.137	287.594
335.153	348.25
335.17	422.585
335.186	294.165
335.203	349.824
335.219	293.302
335.236	158.843
335.252	253.275
335.269	470.41
335.285	295.941
335.302	466.114
335.318	285.319
335.335	472.85
335.351	241.077
335.368	278.848
335.384	712.878
335.401	287.421
335.417	612.083
335.434	383.158
335.45	492.737
335.467	342.303
335.483	370.704
335.499	820.435
335.516	394.69
335.532	551.822
335.549	342.738
335.565	613.347
335.581	493.193
335.598	561.916
335.614	804.079
335.631	303.824
335.647	766.18
335.663	522.28
335.68	657.936
335.696	663.263
335.712	933.884
335.729	509.774
335.745	607.198
335.761	798.717
335.778	478.65
335.794	1206.3
335.81	1397.53
335.827	943.858
335.843	411.378
335.859	910.508
335.875	600.971
335.892	909.597
335.908	1712.47
335.924	995.449
335.94	373.419
335.957	944.662
335.973	692.981
335.989	1060.88
336.005	2583.27
336.022	962.89
336.038	577.57
336.054	1242.77
336.07	897.295
336.087	1786.87
336.103	2379.5
336.119	572.587
336.135	682.232
336.151	1568.38
336.167	1287.7
336.184	2351.38
336.2	1581.29
336.216	565.77
336.232	1519.63
336.248	1763.84
336.264	1852.56
336.274	1229.3
336.292	1264.02
336.31	843.775
336.328	2021.71
336.346	1414.77
336.364	1089.68
336.382	1130.09
336.4	2209.99
336.418	1390.76
336.436	609.472
336.454	1505.29
336.472	2501.04
336.49	1691.28
336.508	583.017
336.526	1699.6
336.544	3237.73
336.562	959.014
336.58	628.862
336.598	2276.05
336.616	2394.99
336.634	794.25
336.652	1533.42
336.67	2154.92
336.687	1593.1
336.705	1335.1
336.723	1557.22
336.741	1949.52
336.759	1479.19
336.777	1676.38
336.795	1805.02
336.813	1420.58
336.831	1602.35
336.848	1410.19
336.866	1354.05
336.884	1565.44
336.902	2296.38
336.92	2653.26
336.938	2994.76
336.955	2462.55
336.973	3363.35
336.991	4317.71
337.009	4827.31
337.027	7162.95
337.044	10295.9
337.062	12795.2
337.08	10237.8
337.098	9948.79
337.116	6536.51
337.133	3623.78
337.151	695.538
337.169	286.721
337.187	274.119
337.204	208.759
337.222	138.434
337.24	198.657
337.257	151.222
337.275	133.268
337.293	146.102
337.311	191.872
337.328	232.844
337.346	159.637
337.364	138.286
337.381	77.5805
337.399	98.1438
337.417	92.5192
337.434	96.7219
337.452	69.47
337.47	143.894
337.487	181.101
337.505	102.461
337.523	151.286
337.54	106.138
337.558	119.083
337.575	63.1828
337.593	72.2885
337.611	101.548
337.628	90.8801
337.646	95.3046
337.663	68.529
337.681	63.0833
337.699	81.141
337.716	87.4844
337.734	77.2917
337.751	76.9128
337.769	58.2202
337.786	64.1511
337.804	53.834
337.821	63.0119
337.839	93.9443
337.856	106.775
337.874	108.727
337.891	109.722
337.909	59.9561
337.926	68.4867
337.944	53.2328
337.961	84.0781
337.979	101.792
337.996	64.0348
338.014	67.5096
338.031	71.8533
338.049	83.255
338.066	87.5498
338.083	78.1073
338.101	54.0947
338.118	67.3603
338.136	46.082
338.153	48.9664
338.171	56.505
338.188	34.2476
338.205	65.101
338.223	60.3141
338.24	50.0587
338.258	79.9681
338.275	58.1705
338.292	19.6772
338.31	46.5515
338.327	54.0142
338.344	55.7169
338.362	51.1371
338.379	45.7134
338.396	72.2508
338.414	39.8071
338.431	71.5181
338.448	54.4592
338.466	65.2277
338.483	38.4012
338.5	91.3859
338.517	57.9864
338.535	40.5425
338.552	45.7255
338.569	81.1887
338.586	45.2968
338.604	56.1629
338.621	86.1275
338.638	35.5511
338.655	43.6387
338.673	52.4168
338.69	39.7124
338.707	58.4658
338.724	45.6799
338.742	39.4117
338.759	36.2902
338.776	58.6411
338.793	46.502
338.81	37.0588
338.827	81.7869
338.845	83.3361
338.862	31.6786
338.879	38.6384
338.896	60.5396
338.913	33.2947
338.93	32.89
338.947	31.7844
338.965	49.4794
338.982	33.7073
338.999	47.2579
339.016	30.7135
339.033	65.0047
339.05	59.5478
339.067	33.6967
339.084	61.3798
339.101	56.313
339.118	35.0709
339.135	65.1017
339.152	55.5392
339.17	57.441
339.187	36.914
339.204	73.7922
339.221	48.2557
339.238	38.3334
339.255	50.9311
339.272	73.352
339.289	24.4915
339.306	31.5337
339.323	46.4564
339.34	30.8338
339.357	68.2665
339.374	50.6002
339.391	57.5621
339.408	31.3687
339.424	36.4955
339.441	35.2203
339.458	48.5373
339.475	45.8683
339.492	45.1898
339.509	39.5579
339.526	50.2115
339.543	34.8028
339.56	46.6003
339.577	46.6417
339.594	44.6362
339.611	55.9593
339.627	55.8507
339.644	58.7832
339.661	70.0371
339.678	24.8679
339.695	34.762
339.712	23.765
339.729	12.6166
339.745	34.3708
339.762	27.7612
339.779	77.4086
339.796	71.7026
339.813	38.0878
339.829	70.1774
339.846	26.5535
339.863	52.8285
339.88	49.8304
339.897	44.0423
339.913	72.4391
339.93	62.5988
339.947	20.6051
339.964	56.2303
339.98	37.3842
339.997	41.8448
340.014	39.8322
340.031	70.1384
340.047	40.3026
340.064	35.067
340.081	36.634
340.097	38.7391
340.114	37.6162
340.131	59.386
340.148	83.4332
340.164	49.8123
340.181	41.0951
340.198	67.5615
340.214	41.9743
340.231	35.5482
340.247	57.2847
340.264	72.8728
340.281	61.3039
340.297	46.8789
340.314	57.3641
340.331	49.8407
340.347	50.0365
340.364	48.8226
340.38	48.8126
340.397	51.1146
340.414	49.1504
340.43	80.2657
340.447	79.0009
340.463	51.8241
340.48	55.4119
340.496	47.9948
340.513	82.4022
340.529	80.7211
340.546	76.4478
340.563	36.0591
340.579	110.191
340.596	112.587
340.612	70.9635
340.629	115.825
340.645	93.9764
340.662	61.1201
340.678	89.0317
340.695	85.862
340.711	81.8101
340.727	79.3658
340.744	79.9948
340.76	70.1387
340.777	57.6848
340.793	103.428
340.81	75.1201
340.826	92.7716
340.843	95.2271
340.859	58.9605
340.875	87.5602
340.892	96.4847
340.908	93.4721
340.925	148.557
340.941	139.626
340.957	90.4962
340.974	112.162
340.99	105.265
341.006	100.701
341.023	76.3227
341.039	157.684
341.057	126.984
341.076	164.514
341.094	81.4085
341.112	82.5876
341.13	92.4687
341.149	121.048
341.167	80.5777
341.185	106.505
341.203	120.585
341.222	136.79
341.24	110.851
341.258	116.695
341.276	110.533
341.295	111.511
341.313	147.602
341.331	103.135
341.349	155.724
341.368	123.228
341.386	98.8733
341.404	133.72
341.422	145.652
341.44	100.08
341.458	195.422
341.477	161.27
341.495	113.526
341.513	117.079
341.531	95.3131
341.549	103.834
341.567	87.9932
341.586	106.74
341.604	149.203
341.622	135.678
341.64	188.05
341.658	195.63
341.676	163.116
341.694	179.344
341.712	161.759
341.73	233.989
341.749	252.709
341.767	186.826
341.785	260.918
341.803	309.162
341.821	340.26
341.839	498.251
341.857	494.456
341.875	489.877
341.893	361.994
341.911	363.022
341.929	274.312
341.947	186.441
341.965	153.492
341.983	108.453
342.001	86.2855
342.019	103.227
342.037	89.1627
342.055	74.1524
342.073	74.9175
342.091	70.2888
342.109	49.2905
342.127	55.6245
342.145	61.8764
342.163	51.8005
342.181	48.4869
342.199	47.932
342.217	67.7795
342.234	47.6482
342.252	49.7679
342.27	59.2694
342.288	74.0664
342.306	45.6123
342.324	80.9024
342.342	56.1371
342.36	61.8464
342.378	54.4834
342.395	58.6548
342.413	35.7386
342.431	47.1052
342.449	55.4361
342.467	59.021
342.485	27.8451
342.503	28.6201
342.52	38.0864
342.538	46.7722
342.556	40.5061
342.574	43.334
342.592	49.4514
342.609	45.8506
342.627	39.9955
342.645	28.4329
342.663	35.2733
342.68	30.976
342.698	32.7595
342.716	43.9362
342.734	43.2398
342.751	28.6733
342.769	18.6254
342.787	47.16
342.805	36.6412
342.822	44.5933
342.84	41.1085
342.858	25.9753
342.876	14.7862
342.893	38.3926
342.911	11.9724
342.929	35.6671
342.946	52.6223
342.964	61.8805
342.982	65.1307
342.999	55.0735
343.017	20.3254
343.034	32.2123
343.052	31.5866
343.07	41.5083
343.087	41.9593
343.105	39.6348
343.123	52.6806
343.14	52.7906
343.158	42.1407
343.175	39.7076
343.193	17.2625
343.211	22.2494
343.228	30.5586
343.246	33.9271
343.263	77.5108
343.281	30.454
343.298	29.8119
343.316	50.7561
343.333	62.9088
343.351	43.7098
343.369	49.3042
343.386	66.5279
343.404	45.6501
343.421	56.0809
343.439	65.0274
343.456	108.756
343.474	34.1728
343.491	45.0589
343.508	57.8723
343.526	50.3518
343.543	46.3524
343.561	39.0463
343.578	58.7642
343.596	44.7273
343.613	79.1529
343.631	88.0016
343.648	64.4335
343.665	33.7924
343.683	52.7891
343.7	92.1335
343.718	47.1356
343.735	23.2027
343.752	47.5134
343.77	34.4759
343.787	45.6655
343.805	56.3036
343.822	41.4203
343.839	44.7547
343.857	37.8144
343.874	61.9591
343.891	52.1206
343.909	44.745
343.926	37.5778
343.943	37.1262
343.961	36.6764
343.978	48.9289
343.995	20.7284
344.012	46.6787
344.03	59.6974
344.047	33.629
344.064	26.8089
344.082	60.3453
344.099	54.4439
344.116	31.9611
344.133	58.9019
344.151	31.7912
344.168	24.86
344.185	18.5618
344.202	45.3991
344.219	53.824
344.237	20.1706
344.254	47.0752
344.271	29.6184
344.288	38.5544
344.305	49.0391
344.323	24.6298
344.34	37.7375
344.357	15.1854
344.374	27.9764
344.391	34.5614
344.408	28.3076
344.426	45
344.443	74.8474
344.46	23.3652
344.477	27.5116
344.494	23.1037
344.511	22.6795
344.528	45.5421
344.545	27.4203
344.562	36.1603
344.58	38.0331
344.597	31.2368
344.614	33.1359
344.631	34.0099
344.648	31.2422
344.665	8.36627
344.682	34.6007
344.699	14.2279
344.716	10.0235
344.733	20.0665
344.75	8.80234
344.767	24.0935
344.784	17.4377
344.801	35.9896
344.818	12.9345
344.835	18.3687
344.852	16.6442
344.869	90.556
344.886	11.2483
344.903	22.4452
344.92	16.1898
344.937	15.6463
344.954	16.3554
344.971	8.86419
344.988	6.65379
345.004	8.1093
345.021	18.5133
345.038	20.7779
345.055	24.4796
345.072	8.46738
345.089	10.7183
345.106	15.291
345.123	22.4402
345.14	39.4812
345.156	20.9588
345.173	8.22793
345.19	15.3993
345.207	25.4928
345.224	12.2869
345.241	12.8836
345.258	30.8928
345.274	37.2129
345.291	25.1311
345.308	20.8666
345.325	39.4395
345.342	36.8887
345.358	8.31595
345.375	11.0669
345.392	11.9668
345.409	28.6077
345.425	23.5983
345.442	16.6249
345.459	22.8666
345.476	23.3197
345.492	25.397
345.509	23.1801
345.526	32.2622
345.543	14.3814
345.559	31.4195
345.576	14.7309
345.593	15.8933
345.609	20.6821
345.626	50.3559
345.643	31.5716
345.659	23.6955
345.676	44.984
345.693	48.2965
345.709	30.2512
345.726	11.3265
345.743	38.476
345.759	41.7152
345.776	31.0102
345.793	18.8954
345.809	36.5431
345.826	29.7388
345.842	47.6907
345.859	28.207
345.876	42.2827
345.892	21.6113
345.909	35.7174
345.925	47.8111
345.942	45.5287
345.96	48.2653
345.979	57.3361
345.998	50.2852
346.016	40.5333
346.035	43.4804
346.053	38.6012
346.072	37.9873
346.09	51.3698
346.109	49.5134
346.127	54.6769
346.146	40.9259
346.164	33.116
346.183	46.446
346.201	49.2098
346.22	41.2082
346.238	56.7216
346.257	41.263
346.275	49.4017
346.294	40.5114
346.312	55.0417
346.331	57.7866
346.349	50.4191
346.368	51.0032
346.386	54.1816
346.405	48.51
346.423	43.1646
346.442	65.5472
346.46	76.0788
346.478	63.2663
346.497	65.7231
346.515	55.674
346.534	72.1997
346.552	73.8687
346.57	75.3547
346.589	71.9404
346.607	59.2431
346.625	63.5845
346.644	81.9315
346.662	76.3757
346.681	45.0923
346.699	65.4605
346.717	65.9521
346.736	85.1892
346.754	63.9234
346.772	94.698
346.791	99.7466
346.809	89.5911
346.827	104.055
346.845	92.2624
346.864	98.7079
346.882	87.3924
346.9	70.5634
346.919	54.6959
346.937	93.7995
346.955	94.4411
346.973	66.2427
346.992	66.8342
347.01	72.6635
347.028	51.4966
347.046	85.4048
347.065	71.605
347.083	66.9055
347.101	84.9265
347.119	67.9438
347.137	52.9723
347.156	60.1833
347.174	69.9356
347.192	63.8094
347.21	59.7553
347.228	74.2004
347.246	50.7713
347.265	78.4187
347.283	50.4422
347.301	58.3848
347.319	55.9876
347.337	37.4976
347.355	65.9173
347.373	34.359
347.392	52.753
347.41	70.7415
347.428	36.442
347.446	38.9241
347.464	35.4728
347.482	41.5727
347.5	50.0683
347.518	49.8105
347.536	25.5599
347.554	40.269
347.572	39.7047
347.59	45.3967
347.608	28.9447
347.626	30.2983
347.644	28.0478
347.662	42.6106
347.68	66.9722
347.698	40.021
347.716	25.4373
347.734	23.6172
347.752	34.7769
347.77	22.1061
347.788	19.9458
347.806	34.31
347.824	37.3756
347.842	35.4996
347.86	20.2119
347.878	35.1167
347.896	28.8298
347.914	41.2807
347.932	34.1399
347.95	20.619
347.968	31.3205
347.986	17.1622
348.004	22.6335
348.021	25.3749
348.039	19.7845
348.057	20.5032
348.075	41.0662
348.093	65.9989
348.111	25.7635
348.129	21.594
348.147	34.8055
348.164	41.5174
348.182	30.4801
348.2	74.8335
348.218	54.8227
348.236	32.996
348.254	47.7245
348.271	34.4522
348.289	29.0856
348.307	41.3298
348.325	36.238
348.342	35.7886
348.36	47.1786
348.378	67.0773
348.396	41.7616
348.414	49.3911
348.431	36.6141
348.449	42.7441
348.467	33.2533
348.484	43.1216
348.502	29.4452
348.52	36.7486
348.538	50.0439
348.555	44.2236
348.573	20.0348
348.591	41.4554
348.608	41.3068
348.626	52.2694
348.644	35.2569
348.661	18.6722
348.679	28.0191
348.697	43.7554
348.714	67.0211
348.732	24.6721
348.75	25.0482
348.767	21.8776
348.785	46.9117
348.802	67.6925
348.82	40.0529
348.838	27.4266
348.855	20.1062
348.873	21.0767
348.89	28.7979
348.908	20.5649
348.926	52.001
348.943	59.0082
348.961	20.1091
348.978	50.8952
348.996	34.2675
349.013	37.6002
349.031	30.2793
349.048	46.2985
349.066	11.116
349.083	45.7018
349.101	38.8685
349.118	34.1906
349.136	16.1856
349.153	55.0644
349.171	97.5782
349.188	31.4242
349.206	21.8458
349.223	35.9597
349.241	72.5155
349.258	84.6028
349.276	31.1625
349.293	22.929
349.31	49.2324
349.328	75.9217
349.345	25.4908
349.363	20.1751
349.38	27.4335
349.397	90.3547
349.415	65.9507
349.432	38.1971
349.45	27.9076
349.467	48.3461
349.484	56.1127
349.502	50.5178
349.519	60.7235
349.536	37.0399
349.554	49.933
349.571	40.2469
349.588	59.095
349.606	39.2427
349.623	25.6493
349.64	66.8222
349.658	41.3437
349.675	48.0686
349.692	31.9841
349.709	37.3568
349.727	59.1042
349.744	88.005
349.761	59.6692
349.779	63.3855
349.796	48.5032
349.813	117.03
349.83	103.034
349.847	120.465
349.865	75.6613
349.882	106.874
349.899	151.683
349.916	184.395
349.933	199.41
349.951	149.64
349.968	146.774
349.985	236.659
350.002	117.199
350.019	148.128
350.037	79.6176
350.054	18.818
350.071	27.0819
350.088	14.5846
350.105	50.321
350.122	20.9322
350.139	23.4815
350.156	22.1249
350.174	51.6051
350.191	6.82095
350.208	25.8452
350.225	70.5354
350.242	56.5571
350.259	14.9068
350.276	55.3893
350.293	38.2691
350.31	31.3103
350.327	16.9517
350.344	20.0117
350.361	33.2665
350.378	17.5175
350.395	21.1912
350.412	24.0906
350.429	22.0256
350.446	36.0545
350.463	33.0457
350.48	58.963
350.497	43.7514
350.514	43.6465
350.531	53.304
350.548	32.6475
350.565	40.9497
350.582	16.8591
350.599	9.35143
350.616	46.7509
350.633	65.187
350.65	37.8873
350.667	97.2624
350.684	37.184
350.701	65.368
350.717	36.3172
350.734	30.893
350.751	55.3986
350.768	45.3082
350.785	48.1735
350.802	52.4866
350.819	54.5572
350.836	34.8927
350.852	46.7
350.869	54.4221
350.886	42.735
350.903	39.4099
350.92	51.7657
350.937	46.5352
350.953	85.1062
350.97	91.511
350.987	69.66
350.998	101.609
351.017	50.6611
351.036	114.291
351.055	88.2611
351.074	63.8412
351.093	67.9338
351.111	118.734
351.13	62.8186
351.149	101.513
351.168	67.8698
351.187	46.0679
351.206	74.4568
351.224	61.0252
351.243	50.8029
351.262	66.9583
351.281	96.4972
351.299	117.333
351.318	68.7674
351.337	84.8668
351.356	100.609
351.375	72.7084
351.393	70.0445
351.412	117.167
351.431	75.172
351.449	63.8771
351.468	98.7617
351.487	134.103
351.506	121.959
351.524	78.8112
351.543	93.3243
351.562	98.7941
351.58	87.9292
351.599	103.486
351.618	83.1607
351.636	124.646
351.655	191.713
351.674	94.3154
351.692	182.393
351.711	111.056
351.73	77.5935
351.748	209.902
351.767	135.724
351.786	211.835
351.804	91.8112
351.823	181.637
351.841	185.92
351.86	145.632
351.879	153.65
351.897	122.679
351.916	203.608
351.934	124.389
351.953	178.271
351.971	159.733
351.99	155.853
352.009	232.396
352.027	116.139
352.046	144.77
352.064	260.762
352.083	281.811
352.101	142.312
352.12	198.481
352.138	291.65
352.157	130.189
352.175	256.698
352.194	319.132
352.212	197.805
352.231	155.499
352.249	356.936
352.267	160.165
352.286	289.971
352.304	474.981
352.323	198.23
352.341	168.293
352.36	302.912
352.378	179.909
352.397	155.132
352.415	457.029
352.433	221.62
352.452	112.282
352.47	236.357
352.489	204.656
352.507	242.034
352.525	369.994
352.544	185.757
352.562	133.156
352.58	301.039
352.599	249.887
352.617	363.476
352.635	266.199
352.654	125.951
352.672	308.964
352.69	377.096
352.709	301.286
352.727	244.481
352.745	314.789
352.763	255.953
352.782	416.199
352.8	253.991
352.818	146.253
352.837	307.103
352.855	331.211
