system_id	region_id	source_line_id	air_wavelength_nm	einstein_a_s-1	upper_e_v_cm-1	upper_e_j_cm-1	upper_j	upper_v	lower_v	branch
n2-second-positive	n2-sps-337	169740	334.610699011	1143.33142501	31630.588	584.067	17	1	3	OP23
n2-second-positive	n2-sps-337	149138	334.61095651	17949.5059091	29635.5885	2065.06	33	0	0	QP21
n2-second-positive	n2-sps-337	162715	334.611471509	2002828.89781	33572.1225	14100.5615	90	2	7	P2
n2-second-positive	n2-sps-337	141811	334.611712215	1060.86796431	31630.588	400.643	15	1	3	OP12
n2-second-positive	n2-sps-337	166778	334.611924933	140569.528668	37230.366	15251.152	97	4	2	P2
n2-second-positive	n2-sps-337	169738	334.612406348	1146.17538773	31630.588	466.0715	15	1	3	OP23
n2-second-positive	n2-sps-337	52842	334.612635861	95.5110762342	35447.3395	6517.545	60	3	10	SR32
n2-second-positive	n2-sps-337	169739	334.613425161	1149.87418975	31630.588	523.281	16	1	3	OP23
n2-second-positive	n2-sps-337	141813	334.613895385	1100.58922737	31630.588	512.7385	17	1	3	OP12
n2-second-positive	n2-sps-337	141812	334.614527949	1087.14303049	31630.588	454.9325	16	1	3	OP12
n2-second-positive	n2-sps-337	132714	334.615390033	6626467.68905	31630.588	16528.515	98	1	4	P1
n2-second-positive	n2-sps-337	37322	334.618082671	28201.8618005	29635.5885	2187.55	34	0	0	QR23
n2-second-positive	n2-sps-337	160694	334.618474535	6619865.81723	31630.588	16530.498	97	1	4	P2
n2-second-positive	n2-sps-337	155434	334.622051733	46.6397356417	35447.3395	9979.317	76	3	10	QP21
n2-second-positive	n2-sps-337	28020	334.623227355	13252081.5325	29635.5885	1307.3395	26	0	0	R2
n2-second-positive	n2-sps-337	118134	334.624694095	26.4285574324	35447.3395	8047.3275	67	3	10	RQ32
n2-second-positive	n2-sps-337	82898	334.626911024	14.9213401238	37230.366	15249.8135	98	4	2	PQ12
n2-second-positive	n2-sps-337	190518	334.627761974	2004862.48405	33572.1225	14101.95	89	2	7	P3
n2-second-positive	n2-sps-337	6359	334.630891492	131972.280085	35447.3395	8043.2455	69	3	10	R1
n2-second-positive	n2-sps-337	188509	334.631703273	6626192.1197	31630.588	16531.9475	96	1	4	P3
n2-second-positive	n2-sps-337	78811	334.633360438	246.20715318	33572.1225	14098.6065	91	2	7	PQ12
n2-second-positive	n2-sps-337	194557	334.633813922	140692.940165	37230.366	15251.864	96	4	2	P3
n2-second-positive	n2-sps-337	151391	334.638516789	1738.12914521	31630.588	14008.111	89	1	4	QP21
n2-second-positive	n2-sps-337	177021	334.63895909	18286.9590965	29635.5885	2069.567	32	0	0	QP32
n2-second-positive	n2-sps-337	183280	334.6402748	46.3682350933	35447.3395	9980.785	75	3	10	QP32
n2-second-positive	n2-sps-337	76778	334.640677913	702.647861185	31630.588	16528.515	98	1	4	PQ12
n2-second-positive	n2-sps-337	110897	334.64178648	15.2159156904	37230.366	15251.152	97	4	2	PQ23
n2-second-positive	n2-sps-337	106834	334.643309371	251.10817601	33572.1225	14100.5615	90	2	7	PQ23
n2-second-positive	n2-sps-337	34315	334.643919652	131940.091436	35447.3395	8045.6105	68	3	10	R2
n2-second-positive	n2-sps-337	71470	334.645470557	32.6319808986	35447.3395	9977.2255	77	3	10	Q1
n2-second-positive	n2-sps-337	104813	334.647934119	716.568410031	31630.588	16530.498	97	1	4	PQ23
n2-second-positive	n2-sps-337	179261	334.648768379	1727.81752594	31630.588	14009.707	88	1	4	QP32
n2-second-positive	n2-sps-337	55848	334.650924036	13286191.6799	29635.5885	1312.957	25	0	0	R3
n2-second-positive	n2-sps-337	130450	334.655946545	13783381.8946	29635.5885	3444.638	44	0	0	P1
n2-second-positive	n2-sps-337	99536	334.656713653	45.7553708887	35447.3395	9979.317	76	3	10	Q2
n2-second-positive	n2-sps-337	136782	334.658438258	133857.958616	35447.3395	12381.4225	86	3	10	P1
n2-second-positive	n2-sps-337	20930	334.658578243	3125.00734986	31630.588	10059.2735	75	1	4	SR21
n2-second-positive	n2-sps-337	46548	334.660314067	81259.8157609	29635.5885	804.6105	19	0	0	SR32
n2-second-positive	n2-sps-337	83845	334.660728427	15588.4757182	29635.5885	1213.392	25	0	0	RQ21
n2-second-positive	n2-sps-337	67379	334.66249787	1245.22330283	31630.588	14005.9695	90	1	4	Q1
n2-second-positive	n2-sps-337	62106	334.66591922	131896.804092	35447.3395	8047.3275	67	3	10	R3
n2-second-positive	n2-sps-337	158443	334.666495985	13784901.0006	29635.5885	3448.9245	43	0	0	P2
n2-second-positive	n2-sps-337	95469	334.666641576	1656.69689724	31630.588	14008.111	89	1	4	Q2
n2-second-positive	n2-sps-337	27033	334.667811911	112.657617011	37230.366	5729.1535	58	4	2	SR21
n2-second-positive	n2-sps-337	164738	334.668321486	133699.451134	35447.3395	12383.2635	85	3	10	P2
n2-second-positive	n2-sps-337	48800	334.67190535	3095.81396695	31630.588	10061.1975	74	1	4	SR32
n2-second-positive	n2-sps-337	65100	334.67272293	10966.4186175	29635.5885	2059.544	34	0	0	Q1
n2-second-positive	n2-sps-337	146142	334.673803709	29.9235870674	35447.3395	15324.868	96	3	10	OP12
n2-second-positive	n2-sps-337	127437	334.67731489	60.805057967	35447.3395	9980.785	75	3	10	Q3
n2-second-positive	n2-sps-337	139812	334.677404491	7880.52357898	29635.5885	5566.899	56	0	0	OP12
n2-second-positive	n2-sps-337	157465	334.679918924	45.7566905479	37230.366	10361.807	79	4	2	QP21
n2-second-positive	n2-sps-337	15679	334.680137329	58.5476209077	35447.3395	9977.2255	77	3	10	QR12
n2-second-positive	n2-sps-337	123394	334.680596539	2114.48358491	31630.588	14009.707	88	1	4	Q3
n2-second-positive	n2-sps-337	186271	334.684281471	13785658.3386	29635.5885	3452.4125	42	0	0	P3
n2-second-positive	n2-sps-337	167750	334.68507111	7775.89117925	29635.5885	5570.2915	55	0	0	OP23
n2-second-positive	n2-sps-337	174043	334.68598956	29.6763186102	35447.3395	15326.481	95	3	10	OP23
n2-second-positive	n2-sps-337	192529	334.687860077	133840.862999	35447.3395	12384.5005	84	3	10	P3
n2-second-positive	n2-sps-337	80846	334.688940954	18.4581190337	35447.3395	12381.4225	86	3	10	PQ12
n2-second-positive	n2-sps-337	93203	334.689433791	25070.8697114	29635.5885	2065.06	33	0	0	Q2
n2-second-positive	n2-sps-337	11636	334.690626688	2103.9696253	31630.588	14005.9695	90	1	4	QR12
n2-second-positive	n2-sps-337	92217	334.690833906	28.3937457735	37230.366	7562.9495	67	4	2	RQ21
n2-second-positive	n2-sps-337	43580	334.693757383	57.7404551149	35447.3395	9979.317	76	3	10	QR23
n2-second-positive	n2-sps-337	54867	334.695504772	111.182405925	37230.366	5730.953	57	4	2	SR32
n2-second-positive	n2-sps-337	39561	334.698473137	2083.16206149	31630.588	14008.111	89	1	4	QR23
n2-second-positive	n2-sps-337	73525	334.699587687	32.321304615	37230.366	10360.051	80	4	2	Q1
n2-second-positive	n2-sps-337	185299	334.700853467	45.4399050036	37230.366	10362.9095	78	4	2	QP32
n2-second-positive	n2-sps-337	108857	334.701715995	18.8274641215	35447.3395	12383.2635	85	3	10	PQ23
n2-second-positive	n2-sps-337	111838	334.702780159	15382.6137149	29635.5885	1219.211	24	0	0	RQ32
n2-second-positive	n2-sps-337	88144	334.709977446	334.271062251	33572.1225	9659.134	74	2	7	RQ21
n2-second-positive	n2-sps-337	121141	334.711299316	44112.3213396	29635.5885	2069.567	32	0	0	Q3
n2-second-positive	n2-sps-337	101579	334.713203723	44.5114977752	37230.366	10361.807	79	4	2	Q2
n2-second-positive	n2-sps-337	74514	334.714508815	7118.18801461	29635.5885	3444.638	44	0	0	PQ12
n2-second-positive	n2-sps-337	120161	334.714783277	28.6042081816	37230.366	7564.4055	66	4	2	RQ32
n2-second-positive	n2-sps-337	8398	334.714822486	138641.011188	37230.366	7560.808	68	4	2	R1
n2-second-positive	n2-sps-337	102562	334.723353459	7500.94009432	29635.5885	3448.9245	43	0	0	PQ23
n2-second-positive	n2-sps-337	116112	334.725179581	336.062622651	33572.1225	9660.9095	73	2	7	RQ32
n2-second-positive	n2-sps-337	84079	334.725902193	1285.19139107	29635.5885	14194.3465	89	0	1	RQ21
n2-second-positive	n2-sps-337	36342	334.731095007	138602.645259	37230.366	7562.9495	67	4	2	R2
n2-second-positive	n2-sps-337	17710	334.732876398	56.9797059276	37230.366	10360.051	80	4	2	QR12
n2-second-positive	n2-sps-337	112071	334.735940659	1287.33605397	29635.5885	14195.971	88	0	1	RQ32
n2-second-positive	n2-sps-337	4325	334.736624104	1975951.06879	33572.1225	9656.7555	75	2	7	R1
n2-second-positive	n2-sps-337	129468	334.736741746	58.4293939768	37230.366	10362.9095	78	4	2	Q3
n2-second-positive	n2-sps-337	138833	334.739525972	140552.255031	37230.366	14958.175	97	4	2	P1
n2-second-positive	n2-sps-337	26	334.741049753	13341112.9971	29635.5885	1206.2215	26	0	0	R1
n2-second-positive	n2-sps-337	32293	334.745072154	1975589.01769	33572.1225	9659.134	74	2	7	R2
n2-second-positive	n2-sps-337	149137	334.746282254	18647.3625838	29635.5885	1946.122	32	0	0	QP21
n2-second-positive	n2-sps-337	45599	334.749094651	56.105142368	37230.366	10361.807	79	4	2	QR23
n2-second-positive	n2-sps-337	18664	334.749167483	83294.9988363	29635.5885	725.1755	19	0	0	SR21
n2-second-positive	n2-sps-337	260	334.750170321	10789080.8869	29635.5885	14192.1805	90	0	1	R1
n2-second-positive	n2-sps-337	166777	334.751105936	140400.207547	37230.366	14959.533	96	4	2	P2
n2-second-positive	n2-sps-337	9383	334.751229191	30423.2633401	29635.5885	2059.544	34	0	0	QR12
n2-second-positive	n2-sps-337	28252	334.754142518	10775905.7475	29635.5885	14194.3465	89	0	1	R2
n2-second-positive	n2-sps-337	64121	334.756708528	138552.143626	37230.366	7564.4055	66	4	2	R3
n2-second-positive	n2-sps-337	37321	334.761795844	29698.8851466	29635.5885	2065.06	33	0	0	QR23
n2-second-positive	n2-sps-337	60096	334.763241388	1975049.16058	33572.1225	9660.9095	73	2	7	R3
n2-second-positive	n2-sps-337	82897	334.766323014	15.1989403232	37230.366	14958.175	97	4	2	PQ12
n2-second-positive	n2-sps-337	56079	334.76783023	10786019.1453	29635.5885	14195.971	88	0	1	R3
n2-second-positive	n2-sps-337	28019	334.767975909	13218742.5902	29635.5885	1213.392	25	0	0	R2
n2-second-positive	n2-sps-337	194556	334.773069171	140525.02333	37230.366	14960.2635	95	4	2	P3
n2-second-positive	n2-sps-337	149370	334.774576448	2484.05089643	29635.5885	16423.6695	96	0	1	QP21
n2-second-positive	n2-sps-337	177020	334.775288066	19017.7389173	29635.5885	1950.761	31	0	0	QP32
n2-second-positive	n2-sps-337	110896	334.781255696	15.4992401789	37230.366	14959.533	96	4	2	PQ23
n2-second-positive	n2-sps-337	177252	334.783530735	2475.78999241	29635.5885	16425.1615	95	0	1	QP32
n2-second-positive	n2-sps-337	55847	334.796413871	13253591.1991	29635.5885	1219.211	24	0	0	R3
n2-second-positive	n2-sps-337	83844	334.796974273	16594.7493446	29635.5885	1123.032	24	0	0	RQ21
n2-second-positive	n2-sps-337	65334	334.797243267	1801.8461864	29635.5885	16421.647	97	0	1	Q1
n2-second-positive	n2-sps-337	130449	334.799888396	13768430.6034	29635.5885	3290.325	43	0	0	P1
n2-second-positive	n2-sps-337	93436	334.800252665	2337.3923931	29635.5885	16423.6695	96	0	1	Q2
n2-second-positive	n2-sps-337	65099	334.80994251	11320.6154915	29635.5885	1940.4415	33	0	0	Q1
n2-second-positive	n2-sps-337	158442	334.810766369	13770040.1618	29635.5885	3294.7085	42	0	0	P2
n2-second-positive	n2-sps-337	22962	334.812173103	1191.31026566	33572.1225	7964.0095	67	2	7	SR21
n2-second-positive	n2-sps-337	46547	334.813226761	87747.0456803	29635.5885	732.5575	18	0	0	SR32
n2-second-positive	n2-sps-337	121373	334.813294016	2940.6358445	29635.5885	16425.1615	95	0	1	Q3
n2-second-positive	n2-sps-337	9615	334.822922962	2969.02620013	29635.5885	16421.647	97	0	1	QR12
n2-second-positive	n2-sps-337	93202	334.827283633	26649.7374288	29635.5885	1946.122	32	0	0	Q2
n2-second-positive	n2-sps-337	186270	334.828757767	13770913.8102	29635.5885	3298.279	41	0	0	P3
n2-second-positive	n2-sps-337	50820	334.829609744	1176.11650595	33572.1225	7966.007	66	2	7	SR32
n2-second-positive	n2-sps-337	37552	334.830018919	2943.43025779	29635.5885	16423.6695	96	0	1	QR23
n2-second-positive	n2-sps-337	139811	334.838785588	8109.21416729	29635.5885	5371.1205	55	0	0	OP12
n2-second-positive	n2-sps-337	111837	334.841072621	16365.5332429	29635.5885	1129.066	23	0	0	RQ32
n2-second-positive	n2-sps-337	167749	334.846487631	8007.21187642	29635.5885	5374.572	54	0	0	OP23
n2-second-positive	n2-sps-337	121140	334.849548367	47620.9512425	29635.5885	1950.761	31	0	0	Q3
n2-second-positive	n2-sps-337	74513	334.859908195	7429.07451527	29635.5885	3290.325	43	0	0	PQ12
n2-second-positive	n2-sps-337	157464	334.867370135	46.7955911923	37230.366	10113.7825	78	4	2	QP21
n2-second-positive	n2-sps-337	102561	334.868788558	7827.84053122	29635.5885	3294.7085	42	0	0	PQ23
n2-second-positive	n2-sps-337	153411	334.87452965	622.425288397	33572.1225	11506.9685	81	2	7	QP21
n2-second-positive	n2-sps-337	149136	334.877422696	19346.5909582	29635.5885	1830.74	31	0	0	QP21
n2-second-positive	n2-sps-337	25	334.880489604	13312349.6089	29635.5885	1115.5825	25	0	0	R1
n2-second-positive	n2-sps-337	138832	334.880764339	140381.912366	37230.366	14668.7635	96	4	2	P1
n2-second-positive	n2-sps-337	73524	334.887380541	32.8484945241	37230.366	10111.998	79	4	2	Q1
n2-second-positive	n2-sps-337	181269	334.888036568	617.726503719	33572.1225	11508.5575	80	2	7	QP32
n2-second-positive	n2-sps-337	185298	334.888490742	46.4894787185	37230.366	10114.9105	77	4	2	QP32
n2-second-positive	n2-sps-337	9382	334.890974705	32106.0554064	29635.5885	1940.4415	33	0	0	QR12
n2-second-positive	n2-sps-337	166776	334.892432579	140228.5918	37230.366	14670.1415	95	4	2	P2
n2-second-positive	n2-sps-337	18663	334.89384	89157.3700232	29635.5885	656.419	18	0	0	SR21
n2-second-positive	n2-sps-337	24995	334.895987601	99.659114546	35447.3395	6309.5625	60	3	10	SR21
n2-second-positive	n2-sps-337	69423	334.898903448	438.760243475	33572.1225	11504.795	82	2	7	Q1
n2-second-positive	n2-sps-337	101578	334.901140834	45.5363028358	37230.366	10113.7825	78	4	2	Q2
n2-second-positive	n2-sps-337	37320	334.901567006	31371.2470297	29635.5885	1946.122	32	0	0	QR23
n2-second-positive	n2-sps-337	90177	334.903372642	26.9528447272	35447.3395	7817.6755	67	3	10	RQ21
n2-second-positive	n2-sps-337	27032	334.903681061	116.317549538	37230.366	5540.046	57	4	2	SR21
n2-second-positive	n2-sps-337	92216	334.905178298	29.1853499913	37230.366	7347.6655	66	4	2	RQ21
n2-second-positive	n2-sps-337	97501	334.905856826	602.72904812	33572.1225	11506.9685	81	2	7	Q2
n2-second-positive	n2-sps-337	177019	334.907483061	19796.7736218	29635.5885	1835.519	30	0	0	QP32
n2-second-positive	n2-sps-337	144105	334.907617647	423.7295072	33572.1225	16602.76	99	2	7	OP12
n2-second-positive	n2-sps-337	82896	334.907886819	15.4816654389	37230.366	14668.7635	96	4	2	PQ12
n2-second-positive	n2-sps-337	28018	334.908733591	13184629.3929	29635.5885	1123.032	24	0	0	R2
n2-second-positive	n2-sps-337	18897	334.909137351	4280.90501154	29635.5885	12114.8715	82	0	1	SR21
n2-second-positive	n2-sps-337	194555	334.914459228	140354.855655	37230.366	14670.891	94	4	2	P3
n2-second-positive	n2-sps-337	86111	334.915530353	927.801798529	31630.588	11677.49	81	1	4	RQ21
n2-second-positive	n2-sps-337	172018	334.917167898	419.919341876	33572.1225	16604.554	98	2	7	OP23
n2-second-positive	n2-sps-337	155433	334.917751137	47.6600197125	35447.3395	9726.9995	75	3	10	QP21
n2-second-positive	n2-sps-337	52841	334.91928215	98.4118840324	35447.3395	6311.585	59	3	10	SR32
n2-second-positive	n2-sps-337	46779	334.920532767	4226.65811506	29635.5885	12116.65	81	0	1	SR32
n2-second-positive	n2-sps-337	17709	334.921155275	58.3016104182	37230.366	10111.998	79	4	2	QR12
n2-second-positive	n2-sps-337	110895	334.922865783	15.7878621515	37230.366	14670.1415	95	4	2	PQ23
n2-second-positive	n2-sps-337	125414	334.923022814	785.501895774	33572.1225	11508.5575	80	2	7	Q3
n2-second-positive	n2-sps-337	118133	334.923925745	27.1534565092	35447.3395	7819.4275	66	3	10	RQ32
n2-second-positive	n2-sps-337	129467	334.924817465	60.1644725748	37230.366	10114.9105	77	4	2	Q3
n2-second-positive	n2-sps-337	114091	334.9273244	931.060856539	31630.588	11679.2595	80	1	4	RQ32
n2-second-positive	n2-sps-337	83843	334.928894759	17628.402393	29635.5885	1036.2625	23	0	0	RQ21
n2-second-positive	n2-sps-337	120160	334.929433172	29.1982391338	37230.366	7349.1555	65	4	2	RQ32
n2-second-positive	n2-sps-337	8397	334.929618251	138356.325347	37230.366	7345.4865	67	4	2	R1
n2-second-positive	n2-sps-337	13656	334.930235185	768.820005276	33572.1225	11504.795	82	2	7	QR12
n2-second-positive	n2-sps-337	6358	334.930330529	131601.895788	35447.3395	7815.272	68	3	10	R1
n2-second-positive	n2-sps-337	54866	334.931839222	114.887436569	37230.366	5541.8895	56	4	1	SR32
n2-second-positive	n2-sps-337	183279	334.936169079	47.4007915944	35447.3395	9728.496	74	3	10	QP32
n2-second-positive	n2-sps-337	45598	334.937470301	57.4353133558	37230.366	10113.7825	78	4	2	QR23
n2-second-positive	n2-sps-337	55846	334.937963871	13220227.8289	29635.5885	1129.066	23	0	0	R3
n2-second-positive	n2-sps-337	130448	334.939736247	13754139.426	29635.5885	3139.5095	42	0	0	P1
n2-second-positive	n2-sps-337	41569	334.940846796	758.663939736	33572.1225	11506.9685	81	2	7	QR23
n2-second-positive	n2-sps-337	71469	334.94156473	33.3180085421	35447.3395	9724.8765	76	3	10	Q1
n2-second-positive	n2-sps-337	2292	334.941699343	6533909.01393	31630.588	11675.157	82	1	4	R1
n2-second-positive	n2-sps-337	65098	334.943079134	11696.9571518	29635.5885	1824.886	32	0	0	Q1
n2-second-positive	n2-sps-337	34314	334.943578329	131569.054537	35447.3395	7817.6755	67	3	10	R2
n2-second-positive	n2-sps-337	36341	334.946147244	138317.1863	37230.366	7347.6655	66	4	2	R2
n2-second-positive	n2-sps-337	30272	334.9471737	6525034.26813	31630.588	11677.49	81	1	4	R2
n2-second-positive	n2-sps-337	158441	334.950954251	13755847.4121	29635.5885	3143.9945	41	0	0	P2
n2-second-positive	n2-sps-337	99535	334.952956744	46.9417458624	35447.3395	9726.9995	75	3	10	Q2
n2-second-positive	n2-sps-337	136781	334.955335086	133511.296544	35447.3395	12102.623	85	3	10	P1
n2-second-positive	n2-sps-337	134746	334.960159185	1998777.04337	33572.1225	13798.562	90	2	7	P1
n2-second-positive	n2-sps-337	93201	334.961090365	28371.0416871	29635.5885	1830.74	31	0	0	Q2
n2-second-positive	n2-sps-337	46546	334.961898139	95751.572954	29635.5885	664.1415	17	0	0	SR32
n2-second-positive	n2-sps-337	58087	334.962133741	6523558.95446	31630.588	11679.2595	80	1	4	R3
n2-second-positive	n2-sps-337	164737	334.965320004	133351.473727	35447.3395	12104.4895	84	3	10	P2
n2-second-positive	n2-sps-337	62105	334.965751949	131525.186869	35447.3395	7819.4275	66	3	10	R3
n2-second-positive	n2-sps-337	162714	334.965841704	1996577.13325	33572.1225	13800.539	89	2	7	P2
n2-second-positive	n2-sps-337	186269	334.969162672	13756846.218	29635.5885	3147.651	40	0	0	P3
n2-second-positive	n2-sps-337	64120	334.971973206	138265.973926	37230.366	7349.1555	65	4	2	R3
n2-second-positive	n2-sps-337	127436	334.973695452	62.3485033193	35447.3395	9728.496	74	3	10	Q3
n2-second-positive	n2-sps-337	111836	334.975187706	17375.069141	29635.5885	1042.5275	22	0	0	RQ32
n2-second-positive	n2-sps-337	146141	334.976040429	30.433078302	35447.3395	15018.03	95	3	10	OP12
n2-second-positive	n2-sps-337	15678	334.976775344	60.022895968	35447.3395	9724.8765	76	3	10	QR12
n2-second-positive	n2-sps-337	190517	334.982211576	1998630.45429	33572.1225	13801.948	88	2	7	P3
n2-second-positive	n2-sps-337	121139	334.983771229	51356.0695382	29635.5885	1835.519	30	0	0	Q3
n2-second-positive	n2-sps-337	192528	334.984966225	133494.457245	35447.3395	12105.75	83	3	10	P3
n2-second-positive	n2-sps-337	80845	334.986262216	18.7795265162	35447.3395	12102.623	85	3	10	PQ12
n2-second-positive	n2-sps-337	78810	334.988023882	250.333764513	33572.1225	13798.562	90	2	7	PQ12
n2-second-positive	n2-sps-337	174042	334.988281962	30.1900740668	35447.3395	15019.663	94	3	10	OP23
n2-second-positive	n2-sps-337	43579	334.99048688	59.052906398	35447.3395	9726.9995	75	3	10	QR23
n2-second-positive	n2-sps-337	139810	334.996063824	8346.3372878	29635.5885	5178.758	54	0	0	OP12
n2-second-positive	n2-sps-337	106833	334.99802197	255.328372649	33572.1225	13800.539	89	2	7	PQ23
n2-second-positive	n2-sps-337	108856	334.999110462	19.1566045047	35447.3395	12104.4895	84	3	10	PQ23
n2-second-positive	n2-sps-337	74512	335.001276246	7786.51344207	29635.5885	3139.5095	42	0	0	PQ12
n2-second-positive	n2-sps-337	167748	335.003795549	8247.21134722	29635.5885	5182.271	53	0	0	OP23
n2-second-positive	n2-sps-337	149135	335.004339813	20092.1519371	29635.5885	1718.919	30	0	0	QP21
n2-second-positive	n2-sps-337	102560	335.010192165	8203.19301576	29635.5885	3143.9945	41	0	0	PQ23
n2-second-positive	n2-sps-337	132713	335.013828246	6603194.53221	31630.588	16202.946	97	1	4	P1
n2-second-positive	n2-sps-337	24	335.015842713	13283143.3449	29635.5885	1028.513	24	0	0	R1
n2-second-positive	n2-sps-337	160693	335.016998658	6596548.58765	31630.588	16204.948	96	1	4	P2
n2-second-positive	n2-sps-337	138831	335.024024281	140209.467625	37230.366	14381.604	95	4	2	P1
n2-second-positive	n2-sps-337	9381	335.026779618	33933.4617563	29635.5885	1824.886	32	0	0	QR12
n2-second-positive	n2-sps-337	188508	335.030309434	6602925.51128	31630.588	16206.4145	95	1	4	P3
n2-second-positive	n2-sps-337	151390	335.031880759	1766.42869933	31630.588	13706.1585	88	1	4	QP21
n2-second-positive	n2-sps-337	18662	335.033811264	95689.9276711	29635.5885	591.277	17	0	0	SR21
n2-second-positive	n2-sps-337	177018	335.035522922	20628.9923265	29635.5885	1723.847	29	0	0	QP32
n2-second-positive	n2-sps-337	166775	335.035764239	140054.873973	37230.366	14383.002	94	4	2	P2
n2-second-positive	n2-sps-337	37319	335.03740296	33148.9675226	29635.5885	1830.74	31	0	0	QR23
n2-second-positive	n2-sps-337	76777	335.039468221	714.059117529	31630.588	16202.946	97	1	4	PQ12
n2-second-positive	n2-sps-337	179260	335.042279934	1756.42572609	31630.588	13707.774	87	1	4	QP32
n2-second-positive	n2-sps-337	28017	335.045495784	13149575.0981	29635.5885	1036.2625	23	0	0	R2
n2-second-positive	n2-sps-337	104812	335.046769794	728.217295736	31630.588	16204.948	96	1	4	PQ23
n2-second-positive	n2-sps-337	82895	335.051456213	15.7696910436	37230.366	14381.604	95	4	2	PQ12
n2-second-positive	n2-sps-337	20929	335.055053901	3199.79874213	31630.588	9800.5905	74	1	4	SR21
n2-second-positive	n2-sps-337	157463	335.055205443	47.8594998342	37230.366	9868.3825	77	4	2	QP21
n2-second-positive	n2-sps-337	67378	335.056170827	1262.04075375	31630.588	13703.9945	89	1	4	Q1
n2-second-positive	n2-sps-337	83842	335.056400948	18814.348711	29635.5885	953.0885	22	0	0	RQ21
n2-second-positive	n2-sps-337	194554	335.057871488	140182.595589	37230.366	14383.7705	93	4	2	P3
n2-second-positive	n2-sps-337	88143	335.058584312	343.16669429	33572.1225	9407.5335	73	2	7	RQ21
n2-second-positive	n2-sps-337	95468	335.060414093	1684.35664388	31630.588	13706.1585	88	1	4	Q2
n2-second-positive	n2-sps-337	110894	335.066498541	16.0819607225	37230.366	14383.002	94	4	2	PQ23
n2-second-positive	n2-sps-337	48799	335.068625904	3171.46957705	31630.588	9802.5425	73	1	4	SR32
n2-second-positive	n2-sps-337	65097	335.072122922	12097.5565422	29635.5885	1712.88	31	0	0	Q1
n2-second-positive	n2-sps-337	116111	335.074020211	345.112957517	33572.1225	9409.3385	72	2	7	RQ32
n2-second-positive	n2-sps-337	123393	335.074480503	2161.13155836	31630.588	13707.774	87	1	4	Q3
n2-second-positive	n2-sps-337	130447	335.075468452	13740517.8469	29635.5885	2992.197	41	0	0	P1
n2-second-positive	n2-sps-337	55845	335.075563879	13185930.3899	29635.5885	1042.5275	22	0	0	R3
n2-second-positive	n2-sps-337	73523	335.075563879	33.5661248098	37230.366	9866.569	78	4	2	Q1
n2-second-positive	n2-sps-337	185297	335.076523767	47.3824200053	37230.366	9869.537	76	4	2	QP32
n2-second-positive	n2-sps-337	11635	335.084708299	2149.32250667	31630.588	13703.9945	89	1	4	QR12
n2-second-positive	n2-sps-337	4324	335.085651399	1969571.11598	33572.1225	9405.1225	74	2	7	R1
n2-second-positive	n2-sps-337	158440	335.087032375	13742333.8493	29635.5885	2996.7895	40	0	0	P2
n2-second-positive	n2-sps-337	101577	335.089485602	46.7656065202	37230.366	9868.3825	77	4	2	Q2
n2-second-positive	n2-sps-337	93200	335.090844154	30248.736833	29635.5885	1718.919	30	0	0	Q2
n2-second-positive	n2-sps-337	39560	335.092618149	2121.52917496	31630.588	13706.1585	88	1	4	QR23
n2-second-positive	n2-sps-337	32292	335.094285496	1969201.3235	33572.1225	9407.5335	73	2	7	R2
n2-second-positive	n2-sps-337	111835	335.105087164	18478.4867105	29635.5885	959.6015	21	0	0	RQ32
n2-second-positive	n2-sps-337	186268	335.105468941	13743467.7002	29635.5885	3000.535	39	0	0	P3
n2-second-positive	n2-sps-337	46545	335.10624934	103897.2596	29635.5885	599.3705	16	0	0	SR32
n2-second-positive	n2-sps-337	17708	335.109848204	59.8323413575	37230.366	9866.569	78	4	2	QR12
n2-second-positive	n2-sps-337	60095	335.112604953	1968654.87403	33572.1225	9409.3385	72	2	7	R3
n2-second-positive	n2-sps-337	129466	335.113289936	61.7590540747	37230.366	9869.537	76	4	2	Q3
n2-second-positive	n2-sps-337	121138	335.113952464	55802.1454209	29635.5885	1723.847	29	0	0	Q3
n2-second-positive	n2-sps-337	92215	335.118966422	29.9997831502	37230.366	7135.226	65	4	2	RQ21
n2-second-positive	n2-sps-337	45597	335.126254615	58.9771943721	37230.366	9868.3825	77	4	2	QR23
n2-second-positive	n2-sps-337	149134	335.12701265	20842.6619557	29635.5885	1610.6645	29	0	0	QP21
n2-second-positive	n2-sps-337	27031	335.138422899	120.34721228	37230.366	5353.924	56	4	1	SR21
n2-second-positive	n2-sps-337	74511	335.138602594	8128.21704002	29635.5885	2992.197	41	0	0	PQ12
n2-second-positive	n2-sps-337	120159	335.143544287	30.0261628796	37230.366	7136.7505	64	4	2	RQ32
n2-second-positive	n2-sps-337	8396	335.143881225	138072.506831	37230.366	7133.0075	66	4	2	R1
n2-second-positive	n2-sps-337	23	335.147059716	13253373.8799	29635.5885	945.0145	23	0	0	R1
n2-second-positive	n2-sps-337	102559	335.14753144	8596.90124363	29635.5885	2996.7895	40	0	0	PQ23
n2-second-positive	n2-sps-337	139809	335.149216181	8566.95656665	29635.5885	4989.8195	53	0	0	OP12
n2-second-positive	n2-sps-337	167747	335.156971826	8470.49412446	29635.5885	4993.397	52	0	0	OP23
