system_id	region_id	source_line_id	air_wavelength_nm	einstein_a_s-1	upper_e_v_cm-1	upper_e_j_cm-1	upper_j	upper_v	lower_v	branch
n2-second-positive	n2-sps-315	141689	313.500935648	6136.11388958	31630.588	6944.335	63	1	4	OP12
n2-second-positive	n2-sps-315	78403	313.501220646	18123.4046636	33572.1225	920.7275	23	2	6	PQ12
n2-second-positive	n2-sps-315	117983	313.501259956	434.470182163	35447.3395	12666.122	85	3	10	RQ32
n2-second-positive	n2-sps-315	134336	313.502267281	10855147.6188	33572.1225	697.536	20	2	6	P1
n2-second-positive	n2-sps-315	20537	313.50307806	63860.4829079	31630.588	941.521	22	1	3	SR21
n2-second-positive	n2-sps-315	8260	313.503240217	4349409.05204	37230.366	15839.6735	100	4	2	R1
n2-second-positive	n2-sps-315	41418	313.503333579	258.603674406	33572.1225	16604.554	98	2	7	QR23
n2-second-positive	n2-sps-315	113936	313.504090311	73.1621789157	31630.588	15883.7825	94	1	4	RQ32
n2-second-positive	n2-sps-315	6207	313.505014119	3419778.14662	35447.3395	12663.092	87	3	10	R1
n2-second-positive	n2-sps-315	120024	313.507230297	422.454996627	37230.366	15841.65	98	4	2	RQ32
n2-second-positive	n2-sps-315	169616	313.507937908	6068.18962316	31630.588	6947.321	62	1	4	OP23
n2-second-positive	n2-sps-315	143708	313.508571812	9594.60171894	33572.1225	3058.183	42	2	6	OP12
n2-second-positive	n2-sps-315	124999	313.508817512	6753066.34676	33572.1225	91.6225	3	2	6	Q3
n2-second-positive	n2-sps-315	13246	313.50950056	99470.1919687	33572.1225	179.1535	10	2	6	QR12
n2-second-positive	n2-sps-315	106428	313.51126962	20819.776075	33572.1225	928.4205	22	2	6	PQ23
n2-second-positive	n2-sps-315	34164	313.513191037	3415307.46348	35447.3395	12664.908	86	3	10	R2
n2-second-positive	n2-sps-315	36205	313.513879018	4344355.06433	37230.366	15840.9735	99	4	2	R2
n2-second-positive	n2-sps-315	85718	313.514734085	12352.8549137	31630.588	1487.7115	28	1	3	RQ21
n2-second-positive	n2-sps-315	41161	313.515422073	107917.362039	33572.1225	195.1585	9	2	6	QR23
n2-second-positive	n2-sps-315	2136	313.515485958	695374.417133	31630.588	15880.2785	96	1	4	R1
n2-second-positive	n2-sps-315	66985	313.516940572	9076.89186263	31630.588	2540.0355	38	1	3	Q1
n2-second-positive	n2-sps-315	54723	313.517898855	1663.45515029	37230.366	11380.7555	82	4	2	SR32
n2-second-positive	n2-sps-315	171623	313.518046284	9491.42369553	33572.1225	3062.43	41	2	6	OP23
n2-second-positive	n2-sps-315	30117	313.518675315	694583.361647	31630.588	15882.2985	95	1	4	R2
n2-second-positive	n2-sps-315	134318	313.520513279	12732059.5363	33572.1225	9.625	2	2	6	P1
n2-second-positive	n2-sps-315	124998	313.52109809	13881699.6048	33572.1225	79.8535	2	2	6	Q3
n2-second-positive	n2-sps-315	18739	313.521732047	4940.12604398	29635.5885	15771.689	94	0	1	SR21
n2-second-positive	n2-sps-315	190112	313.523191634	10809035.16	33572.1225	783.5525	19	2	6	P3
n2-second-positive	n2-sps-315	162306	313.52823886	10808513.1426	33572.1225	706.333	19	2	6	P2
n2-second-positive	n2-sps-315	134335	313.529216871	10862999.9335	33572.1225	630.0965	19	2	6	P1
n2-second-positive	n2-sps-315	46622	313.530420963	4903.71116161	29635.5885	15773.2165	93	0	1	SR32
n2-second-positive	n2-sps-315	95077	313.530499598	18877.037493	31630.588	2544.899	37	1	3	Q2
n2-second-positive	n2-sps-315	57933	313.530622466	695197.06767	31630.588	15883.7825	94	1	4	R3
n2-second-positive	n2-sps-315	61956	313.530750247	3414454.70082	35447.3395	12666.122	85	3	10	R3
n2-second-positive	n2-sps-315	63985	313.533561476	4347705.84532	37230.366	15841.65	98	4	2	R3
n2-second-positive	n2-sps-315	132325	313.541671073	13044477.9556	31630.588	4215.9695	49	1	3	P1
n2-second-positive	n2-sps-315	78402	313.54186276	19489.1751831	33572.1225	842.8515	22	2	6	PQ12
n2-second-positive	n2-sps-315	134319	313.543140675	12133282.3066	33572.1225	19.273	3	2	6	P1
n2-second-positive	n2-sps-315	113700	313.548129561	12233.3435711	31630.588	1492.861	27	1	3	RQ32
n2-second-positive	n2-sps-315	123004	313.549294477	31691.6121692	31630.588	2548.86	36	1	3	Q3
n2-second-positive	n2-sps-315	162288	313.550036685	10500627.485	33572.1225	41.134	1	2	6	P2
n2-second-positive	n2-sps-315	13245	313.550105499	100487.802123	33572.1225	146.249	9	2	6	QR12
n2-second-positive	n2-sps-315	160307	313.550311941	13045555.3212	31630.588	4219.7685	48	1	3	P2
n2-second-positive	n2-sps-315	106427	313.551619418	22621.2166421	33572.1225	850.8815	21	2	6	PQ23
n2-second-positive	n2-sps-315	48409	313.551801286	66197.7893867	31630.588	947.909	21	1	3	SR32
n2-second-positive	n2-sps-315	134334	313.553010467	10872327.2113	33572.1225	566.135	18	2	6	P1
n2-second-positive	n2-sps-315	41160	313.554706286	109425.338536	33572.1225	163.5195	8	2	6	QR23
n2-second-positive	n2-sps-315	190111	313.554804595	10814616.0248	33572.1225	713.3355	18	2	6	P3
n2-second-positive	n2-sps-315	162305	313.556205503	10814471.0701	33572.1225	639.3305	18	2	6	P2
n2-second-positive	n2-sps-315	134320	313.563451103	11776219.2923	33572.1225	32.169	4	2	6	P1
n2-second-positive	n2-sps-315	188124	313.565736928	13045876.4028	31630.588	4222.833	47	1	3	P3
n2-second-positive	n2-sps-315	134333	313.573646631	10883326.9027	33572.1225	505.649	17	2	6	P1
n2-second-positive	n2-sps-315	162289	313.575391834	11235783.4111	33572.1225	48.0735	2	2	6	P2
n2-second-positive	n2-sps-315	143707	313.575676968	9922.04344271	33572.1225	2914.747	41	2	6	OP12
n2-second-positive	n2-sps-315	1899	313.576999404	12672444.167	31630.588	1481.3775	29	1	3	R1
n2-second-positive	n2-sps-315	11246	313.57831202	23384.4745587	31630.588	2540.0355	38	1	3	QR12
n2-second-positive	n2-sps-315	78401	313.579693473	20982.1005601	33572.1225	768.454	21	2	6	PQ12
n2-second-positive	n2-sps-315	155284	313.580126102	802.557396227	35447.3395	15326.481	95	3	10	QP21
n2-second-positive	n2-sps-315	162304	313.581050358	10821759.6308	33572.1225	575.8485	17	2	6	P2
n2-second-positive	n2-sps-315	134321	313.581325669	11567866.8279	33572.1225	48.3375	5	2	6	P1
n2-second-positive	n2-sps-315	190110	313.58332169	10821524.4773	33572.1225	646.6605	17	2	6	P3
n2-second-positive	n2-sps-315	171622	313.585170245	9824.61161549	33572.1225	2919.0975	40	2	6	OP23
n2-second-positive	n2-sps-315	151000	313.586772999	15166.8312867	31630.588	2413.425	36	1	3	QP21
n2-second-positive	n2-sps-315	76389	313.587662879	5487.24497804	31630.588	4215.9695	49	1	3	PQ12
n2-second-positive	n2-sps-315	39173	313.588238108	22833.0845919	31630.588	2544.899	37	1	3	QR23
n2-second-positive	n2-sps-315	13244	313.589073914	99626.9270371	33572.1225	116.7365	8	2	6	QR12
n2-second-positive	n2-sps-315	106426	313.589073914	24650.3075078	33572.1225	776.851	20	2	6	PQ23
n2-second-positive	n2-sps-315	134332	313.59113395	10896243.3556	33572.1225	448.635	16	2	6	P1
n2-second-positive	n2-sps-315	41159	313.592289351	107658.852332	33572.1225	135.431	7	2	6	QR23
n2-second-positive	n2-sps-315	183131	313.593031763	800.040294786	35447.3395	15327.505	94	3	10	QP32
n2-second-positive	n2-sps-315	104426	313.595868693	5706.61002843	31630.588	4219.7685	48	1	3	PQ23
n2-second-positive	n2-sps-315	71318	313.595986694	580.455596655	35447.3395	15324.868	96	3	10	Q1
n2-second-positive	n2-sps-315	134322	313.596645538	11423342.5585	33572.1225	67.805	6	2	6	P1
n2-second-positive	n2-sps-315	162290	313.597791147	11275926.5961	33572.1225	58.502	3	2	6	P2
n2-second-positive	n2-sps-315	29881	313.598759759	12615198.394	31630.588	1487.7115	28	1	3	R2
n2-second-positive	n2-sps-315	162303	313.602771939	10830562.6459	33572.1225	515.89	16	2	6	P2
n2-second-positive	n2-sps-315	99385	313.603101375	755.6054397	35447.3395	15326.481	95	3	10	Q2
n2-second-positive	n2-sps-315	134331	313.605461533	10911386.3399	33572.1225	395.0905	15	2	6	P1
n2-second-positive	n2-sps-315	190109	313.608716644	10829946.7407	33572.1225	583.5355	16	2	6	P3
n2-second-positive	n2-sps-315	134323	313.609316536	11303047.406	33572.1225	90.5965	7	2	6	P1
n2-second-positive	n2-sps-315	178872	313.609906595	15335.6285538	31630.588	2417.492	35	1	3	QP32
n2-second-positive	n2-sps-315	78400	313.614730417	22672.7174027	33572.1225	697.536	20	2	6	PQ12
n2-second-positive	n2-sps-315	134330	313.616653103	10929147.2534	33572.1225	345.0095	14	2	6	P1
n2-second-positive	n2-sps-315	162291	313.617164512	11250202.1352	33572.1225	72.438	4	2	6	P2
n2-second-positive	n2-sps-315	15529	313.618964291	961.279543718	35447.3395	15324.868	96	3	10	QR12
n2-second-positive	n2-sps-315	134324	313.619234752	11223564.4115	33572.1225	116.7365	8	2	6	P1
n2-second-positive	n2-sps-315	127287	313.620080558	952.528755023	35447.3395	15327.505	94	3	10	Q3
n2-second-positive	n2-sps-315	162302	313.621354194	10841112.9629	33572.1225	459.4595	15	2	6	P2
n2-second-positive	n2-sps-315	57698	313.622942565	12600732.1768	31630.588	1492.861	27	1	3	R3
n2-second-positive	n2-sps-315	106425	313.623660534	26942.0871798	33572.1225	706.333	19	2	6	PQ23
n2-second-positive	n2-sps-315	190095	313.624526035	7189223.74216	33572.1225	79.8535	2	2	6	P3
n2-second-positive	n2-sps-315	134329	313.62472274	10950035.2821	33572.1225	298.384	13	2	6	P1
n2-second-positive	n2-sps-315	92078	313.624855516	428.185426297	37230.366	15544.9735	98	4	2	RQ21
n2-second-positive	n2-sps-315	134325	313.626291475	11149713.3671	33572.1225	146.249	9	2	6	P1
n2-second-positive	n2-sps-315	13243	313.626552112	96279.8484102	33572.1225	90.5965	7	2	6	QR12
n2-second-positive	n2-sps-315	41158	313.62841593	100946.426941	33572.1225	110.892	6	2	6	QR23
n2-second-positive	n2-sps-315	134328	313.629689634	10974722.557	33572.1225	255.207	12	2	6	P1
n2-second-positive	n2-sps-315	43431	313.630151907	949.658211181	35447.3395	15326.481	95	3	10	QR23
n2-second-positive	n2-sps-315	134326	313.630432222	11140742.95	33572.1225	179.1535	10	2	6	P1
n2-second-positive	n2-sps-315	190108	313.631012526	10840111.4131	33572.1225	523.968	15	2	6	P3
n2-second-positive	n2-sps-315	134327	313.631578078	11096586.7655	33572.1225	215.4675	11	2	6	P1
n2-second-positive	n2-sps-315	20536	313.632778039	68551.8552145	31630.588	862.9065	21	1	3	SR21
n2-second-positive	n2-sps-315	162292	313.63343212	11175409.7178	33572.1225	89.897	5	2	6	P2
n2-second-positive	n2-sps-315	85717	313.633781292	13069.5536389	31630.588	1387.831	27	1	3	RQ21
n2-second-positive	n2-sps-315	66984	313.635866505	9377.29604948	31630.588	2408.433	37	1	3	Q1
n2-second-positive	n2-sps-315	162301	313.636810761	10853704.2404	33572.1225	406.5595	14	2	6	P2
n2-second-positive	n2-sps-315	8259	313.637828794	4343593.80587	37230.366	15543.6545	99	4	2	R1
n2-second-positive	n2-sps-315	143706	313.639692746	10265.8291407	33572.1225	2774.721	40	2	6	OP12
n2-second-positive	n2-sps-315	87989	313.640223903	117.691473521	33572.1225	13800.539	89	2	7	RQ21
n2-second-positive	n2-sps-315	141688	313.640543581	6288.0230912	31630.588	6727.734	62	1	4	OP12
n2-second-positive	n2-sps-315	120023	313.641714102	430.268669024	37230.366	15545.6675	97	4	2	RQ32
n2-second-positive	n2-sps-315	190096	313.646391352	9235278.78838	33572.1225	91.6225	3	2	6	P3
n2-second-positive	n2-sps-315	162293	313.646553657	11123446.0493	33572.1225	110.892	6	2	6	P2
n2-second-positive	n2-sps-315	78399	313.647011062	24482.3795345	33572.1225	630.0965	19	2	6	PQ12
n2-second-positive	n2-sps-315	169615	313.647586508	6221.68329022	31630.588	6730.7655	61	1	4	OP23
n2-second-positive	n2-sps-315	36204	313.648540672	4338494.53111	37230.366	15544.9735	98	4	2	R2
n2-second-positive	n2-sps-315	162300	313.649121043	10868721.2252	33572.1225	357.195	13	2	6	P2
n2-second-positive	n2-sps-315	171621	313.649209574	10174.837176	33572.1225	2779.1795	39	2	6	OP23
n2-second-positive	n2-sps-315	95076	313.649907989	19903.30106	31630.588	2413.425	36	1	3	Q2
n2-second-positive	n2-sps-315	190107	313.650178503	10852316.5236	33572.1225	467.9675	14	2	6	P3
n2-second-positive	n2-sps-315	115958	313.651368769	117.885910519	33572.1225	13801.948	88	2	7	RQ32
n2-second-positive	n2-sps-315	106424	313.655411807	29539.1769579	33572.1225	639.3305	18	2	6	PQ23
n2-second-positive	n2-sps-315	162294	313.656488984	11071138.8073	33572.1225	135.431	7	2	6	P2
n2-second-positive	n2-sps-315	162299	313.658279378	10886669.6551	33572.1225	311.369	12	2	6	P2
n2-second-positive	n2-sps-315	4170	313.659671373	988041.793993	33572.1225	13798.562	90	2	7	R1
n2-second-positive	n2-sps-315	13242	313.662735775	89955.1246708	33572.1225	67.805	6	2	6	QR12
n2-second-positive	n2-sps-315	162295	313.663227659	11031236.4383	33572.1225	163.5195	8	2	6	P2
n2-second-positive	n2-sps-315	41157	313.663365387	87560.7502621	33572.1225	89.897	5	2	6	QR23
n2-second-positive	n2-sps-315	190097	313.664245863	10063924.954	33572.1225	107.2495	4	2	6	P3
n2-second-positive	n2-sps-315	162298	313.664280295	10908231.0486	33572.1225	269.0855	11	2	6	P2
n2-second-positive	n2-sps-315	32139	313.665229642	986817.909463	33572.1225	13800.539	89	2	7	R2
n2-second-positive	n2-sps-315	132324	313.66523948	13031220.5743	31630.588	4046.4255	48	1	3	P1
n2-second-positive	n2-sps-315	190106	313.666213427	10866944.5069	33572.1225	415.543	13	2	6	P3
n2-second-positive	n2-sps-315	162296	313.666764349	10988735.6386	33572.1225	195.1585	9	2	6	P2
n2-second-positive	n2-sps-315	162297	313.667113595	10934346.9156	33572.1225	230.348	10	2	6	P2
n2-second-positive	n2-sps-315	63984	313.668284314	4341878.82132	37230.366	15545.6675	97	4	2	R3
n2-second-positive	n2-sps-315	113699	313.668638483	12972.9761424	31630.588	1393.154	26	1	3	RQ32
n2-second-positive	n2-sps-315	123003	313.669007409	33857.6584648	31630.588	2417.492	35	1	3	Q3
n2-second-positive	n2-sps-315	160306	313.674138039	13032355.4572	31630.588	4050.3005	47	1	3	P2
n2-second-positive	n2-sps-315	78398	313.676587814	26545.4007482	33572.1225	566.135	18	2	6	PQ12
n2-second-positive	n2-sps-315	190098	313.678245615	10436219.9461	33572.1225	126.692	5	2	6	P3
n2-second-positive	n2-sps-315	190105	313.679106498	10799466.0924	33572.1225	366.706	12	2	6	P3
n2-second-positive	n2-sps-315	59943	313.679588594	987729.569911	33572.1225	13801.948	88	2	7	R3
n2-second-positive	n2-sps-315	111914	313.680661018	1543.29436928	29635.5885	18106.685	100	0	1	RQ32
n2-second-positive	n2-sps-315	48408	313.684237458	71230.1151223	31630.588	869.557	20	1	3	SR32
n2-second-positive	n2-sps-315	106423	313.684330928	32554.6940447	33572.1225	575.8485	17	2	6	PQ23
n2-second-positive	n2-sps-315	26887	313.686672632	1724.24054335	37230.366	11121.4295	82	4	2	SR21
n2-second-positive	n2-sps-315	190099	313.688571602	10628433.5919	33572.1225	149.9085	6	2	6	P3
n2-second-positive	n2-sps-315	190104	313.688827423	10813249.4593	33572.1225	321.4695	11	2	6	P3
n2-second-positive	n2-sps-315	188123	313.689727721	13032752.5568	31630.588	4053.431	46	1	3	P3
n2-second-positive	n2-sps-315	190100	313.695336254	10726938.3033	33572.1225	176.8635	7	2	6	P3
n2-second-positive	n2-sps-315	190103	313.695365773	10830176.2071	33572.1225	279.8475	10	2	6	P3
n2-second-positive	n2-sps-315	24842	313.69718613	1541.57928173	35447.3395	10234.627	77	3	10	SR21
n2-second-positive	n2-sps-315	41156	313.697476405	65890.676617	33572.1225	72.438	4	2	6	QR23
n2-second-positive	n2-sps-315	13241	313.69777652	80382.5302059	33572.1225	48.3375	5	2	6	QR12
n2-second-positive	n2-sps-315	1898	313.698268514	12648532.1669	31630.588	1381.276	28	1	3	R1
n2-second-positive	n2-sps-315	190102	313.69865227	10817583.6635	33572.1225	241.859	9	2	6	P3
n2-second-positive	n2-sps-315	190101	313.69867195	10777440.9572	33572.1225	207.523	8	2	6	P3
n2-second-positive	n2-sps-315	11245	313.699021267	24566.0834025	31630.588	2408.433	37	1	3	QR12
n2-second-positive	n2-sps-315	143705	313.700620265	10627.2089617	33572.1225	2638.111	39	2	6	OP12
n2-second-positive	n2-sps-315	150999	313.701200829	15722.5868031	31630.588	2285.4415	35	1	3	QP21
n2-second-positive	n2-sps-315	78397	313.703513263	28783.7581924	33572.1225	505.649	17	2	6	PQ12
n2-second-positive	n2-sps-315	54722	313.705437038	1702.25953828	37230.366	11122.4575	81	4	2	SR32
n2-second-positive	n2-sps-315	55923	313.706101262	16501806.7285	29635.5885	18106.685	100	0	1	R3
n2-second-positive	n2-sps-315	20772	313.706760569	244.002067827	31630.588	13407.2155	87	1	4	SR21
n2-second-positive	n2-sps-315	39172	313.709023883	23997.8837608	31630.588	2413.425	36	1	3	QR23
n2-second-positive	n2-sps-315	171620	313.710155552	10515.8374326	33572.1225	2642.683	38	2	6	OP23
n2-second-positive	n2-sps-315	106422	313.710485214	35935.8980923	33572.1225	515.89	16	2	6	PQ23
n2-second-positive	n2-sps-315	76388	313.712266383	5700.26024682	31630.588	4046.4255	48	1	3	PQ12
n2-second-positive	n2-sps-315	52689	313.712935556	1525.59899354	35447.3395	10236.0675	76	3	10	SR32
n2-second-positive	n2-sps-315	48643	313.71640448	241.154383833	31630.588	13408.852	86	1	4	SR32
n2-second-positive	n2-sps-315	104425	313.720532846	5955.78240912	31630.588	4050.3005	47	1	3	PQ23
n2-second-positive	n2-sps-315	29880	313.72101507	12541944.7214	31630.588	1387.831	27	1	3	R2
n2-second-positive	n2-sps-315	178871	313.725084507	15949.9717514	31630.588	2289.6195	34	1	3	QP32
n2-second-positive	n2-sps-315	78396	313.727850014	31293.8110229	33572.1225	448.635	16	2	6	PQ12
n2-second-positive	n2-sps-315	41155	313.731097824	35514.8888603	33572.1225	58.502	3	2	6	QR23
n2-second-positive	n2-sps-315	13240	313.731845814	67285.561726	33572.1225	32.169	4	2	6	QR12
n2-second-positive	n2-sps-315	106421	313.733892963	39890.7609597	33572.1225	459.4595	15	2	6	PQ23
n2-second-positive	n2-sps-315	57697	313.745807308	12573528.9732	31630.588	1393.154	26	1	3	R3
n2-second-positive	n2-sps-315	85716	313.74953288	13840.135744	31630.588	1291.4845	26	1	3	RQ21
n2-second-positive	n2-sps-315	78395	313.74966084	34059.6549797	33572.1225	395.0905	15	2	6	PQ12
n2-second-positive	n2-sps-315	66983	313.751668848	9694.30572954	31630.588	2280.3135	36	1	3	Q1
n2-second-positive	n2-sps-315	106420	313.754616927	44391.4769529	33572.1225	406.5595	14	2	6	PQ23
n2-second-positive	n2-sps-315	22806	313.756447815	401.91644858	33572.1225	11506.9685	81	2	7	SR21
n2-second-positive	n2-sps-315	143704	313.758480519	11007.5608519	33572.1225	2504.9205	38	2	6	OP12
n2-second-positive	n2-sps-315	20535	313.758997312	73698.8280757	31630.588	787.8495	20	1	3	SR21
n2-second-positive	n2-sps-315	92077	313.76182248	436.035753698	37230.366	15251.152	97	4	2	RQ21
n2-second-positive	n2-sps-315	13239	313.765090681	50675.7175308	33572.1225	19.273	3	2	6	QR12
n2-second-positive	n2-sps-315	95075	313.766207989	21059.5384831	31630.588	2285.4415	35	1	3	Q2
n2-second-positive	n2-sps-315	171619	313.768019324	10903.57162	33572.1225	2509.6125	37	2	6	OP23
n2-second-positive	n2-sps-315	50665	313.768954532	396.997256933	33572.1225	11508.5575	80	2	7	SR32
n2-second-positive	n2-sps-315	78394	313.769033286	37134.2849353	33572.1225	345.0095	14	2	6	PQ12
n2-second-positive	n2-sps-315	90025	313.769998034	441.379860299	35447.3395	12383.2635	85	3	10	RQ21
n2-second-positive	n2-sps-315	106419	313.772710187	49638.1321724	33572.1225	357.195	13	2	6	PQ23
n2-second-positive	n2-sps-315	8258	313.774999064	4337677.22109	37230.366	15249.8135	98	4	2	R1
n2-second-positive	n2-sps-315	141687	313.777036931	6465.9043136	31630.588	6514.44	61	1	4	OP12
n2-second-positive	n2-sps-315	120022	313.778764709	438.675790083	37230.366	15251.864	96	4	2	RQ32
n2-second-positive	n2-sps-315	153258	313.779202809	222.907386087	33572.1225	16281.595	97	2	7	QP21
n2-second-positive	n2-sps-315	169614	313.784120448	6380.28492574	31630.588	6517.519	60	1	4	OP23
n2-second-positive	n2-sps-315	117982	313.784238592	446.542487324	35447.3395	12384.5005	84	3	10	RQ32
n2-second-positive	n2-sps-315	123002	313.785631706	36184.7322824	31630.588	2289.6195	34	1	3	Q3
n2-second-positive	n2-sps-315	132323	313.785680932	13018462.1324	31630.588	3880.2995	47	1	3	P1
n2-second-positive	n2-sps-315	36203	313.785774463	4332532.26243	37230.366	15251.152	97	4	2	R2
n2-second-positive	n2-sps-315	113698	313.78595168	13719.7363794	31630.588	1296.9925	25	1	3	RQ32
n2-second-positive	n2-sps-315	78393	313.786069825	40507.7226416	33572.1225	298.384	13	2	6	PQ12
n2-second-positive	n2-sps-315	6206	313.788122604	3410303.47429	35447.3395	12381.4225	86	3	10	R1
n2-second-positive	n2-sps-315	106418	313.788240751	55639.9383361	33572.1225	311.369	12	2	6	PQ23
n2-second-positive	n2-sps-315	181117	313.789328686	222.110634521	33572.1225	16282.851	96	2	7	QP32
n2-second-positive	n2-sps-315	160305	313.794832476	13019660.8544	31630.588	3884.2545	46	1	3	P2
n2-second-positive	n2-sps-315	34163	313.796417681	3405789.61571	35447.3395	12383.2635	85	3	10	R2
n2-second-positive	n2-sps-315	69268	313.79704783	161.173863442	33572.1225	16279.7825	98	2	7	Q1
n2-second-positive	n2-sps-315	13238	313.797668135	29940.9321922	33572.1225	9.625	2	2	6	QR12
n2-second-positive	n2-sps-315	78392	313.800873082	44166.8303387	33572.1225	255.207	12	2	6	PQ12
n2-second-positive	n2-sps-315	106417	313.801296475	62686.3637332	33572.1225	269.0855	11	2	6	PQ23
n2-second-positive	n2-sps-315	97347	313.801695252	209.630356356	33572.1225	16281.595	97	2	7	Q2
n2-second-positive	n2-sps-315	63983	313.805584621	4335950.44718	37230.366	15251.864	96	4	2	R3
n2-second-positive	n2-sps-315	188122	313.81060648	13020137.6928	31630.588	3887.453	45	1	3	P3
n2-second-positive	n2-sps-315	106416	313.81196044	70873.7785304	33572.1225	230.348	10	2	6	PQ23
n2-second-positive	n2-sps-315	150998	313.812428174	16310.7570511	31630.588	2160.953	34	1	3	QP21
n2-second-positive	n2-sps-315	143703	313.813240558	11408.4155467	33572.1225	2375.1575	37	2	6	OP12
n2-second-positive	n2-sps-315	48407	313.8134375	76776.0760602	31630.588	794.784	19	1	3	SR32
n2-second-positive	n2-sps-315	78391	313.81357536	48186.2163227	33572.1225	215.4675	11	2	6	PQ12
n2-second-positive	n2-sps-315	61955	313.814062793	3404930.34216	35447.3395	12384.5005	84	3	10	R3
n2-second-positive	n2-sps-315	125261	313.815446325	263.176511943	33572.1225	16282.851	96	2	7	Q3
n2-second-positive	n2-sps-315	1897	313.816396587	12624373.494	31630.588	1284.693	27	1	3	R1
n2-second-positive	n2-sps-315	11244	313.81669693	25847.2006411	31630.588	2280.3135	36	1	3	QR12
n2-second-positive	n2-sps-315	13503	313.819542832	266.886809687	33572.1225	16279.7825	98	2	7	QR12
n2-second-positive	n2-sps-315	106415	313.820384795	80227.4023978	33572.1225	195.1585	9	2	6	PQ23
n2-second-positive	n2-sps-315	171618	313.822782693	11312.7625954	33572.1225	2379.975	36	2	6	OP23
n2-second-positive	n2-sps-315	78390	313.824299246	52466.6939231	33572.1225	179.1535	10	2	6	PQ12
n2-second-positive	n2-sps-315	106414	313.82669228	91034.1428984	33572.1225	163.5195	8	2	6	PQ23
n2-second-positive	n2-sps-315	39171	313.826771063	25227.7369413	31630.588	2285.4415	35	1	3	QR23
n2-second-positive	n2-sps-315	41417	313.82781495	263.498575495	33572.1225	16281.595	97	2	7	QR23
n2-second-positive	n2-sps-315	106413	313.831084526	103026.177273	33572.1225	135.431	7	2	6	PQ23
n2-second-positive	n2-sps-315	78389	313.833221606	56979.0453293	33572.1225	146.249	9	2	6	PQ12
n2-second-positive	n2-sps-315	106408	313.83376819	126515.16431	33572.1225	48.0735	2	2	6	PQ23
n2-second-positive	n2-sps-315	106412	313.833773115	116097.415578	33572.1225	110.892	6	2	6	PQ23
n2-second-positive	n2-sps-315	76387	313.833778039	5922.17136461	31630.588	3880.2995	47	1	3	PQ12
n2-second-positive	n2-sps-315	106409	313.834664397	144951.415269	33572.1225	58.502	3	2	6	PQ23
n2-second-positive	n2-sps-315	106411	313.835048487	129292.438484	33572.1225	89.897	5	2	6	PQ23
n2-second-positive	n2-sps-315	106410	313.835215911	140570.459384	33572.1225	72.438	4	2	6	PQ23
n2-second-positive	n2-sps-315	178870	313.837101907	16562.5779543	31630.588	2165.248	33	1	3	QP32
n2-second-positive	n2-sps-315	29879	313.840189474	12513497.6999	31630.588	1291.4845	26	1	3	R2
n2-second-positive	n2-sps-315	78388	313.840499712	61680.2897953	33572.1225	116.7365	8	2	6	PQ12
n2-second-positive	n2-sps-315	104424	313.842105077	6187.78800556	31630.588	3884.2545	46	1	3	PQ23
n2-second-positive	n2-sps-315	78387	313.84632047	66504.4662474	33572.1225	90.5965	7	2	6	PQ12
n2-second-positive	n2-sps-315	78386	313.850875782	71344.974517	33572.1225	67.805	6	2	6	PQ12
n2-second-positive	n2-sps-315	78385	313.854367457	75824.695098	33572.1225	48.3375	5	2	6	PQ12
n2-second-positive	n2-sps-315	85954	313.855564198	73.7276601144	31630.588	15562.565	94	1	4	RQ21
n2-second-positive	n2-sps-315	78384	313.856953021	79938.7334003	33572.1225	32.169	4	2	6	PQ12
n2-second-positive	n2-sps-315	155283	313.858420655	816.149155335	35447.3395	15019.663	94	3	10	QP21
n2-second-positive	n2-sps-315	78383	313.858819578	83676.4732419	33572.1225	19.273	3	2	6	PQ12
n2-second-positive	n2-sps-315	78382	313.860095154	86585.9035453	33572.1225	9.625	2	2	6	PQ12
n2-second-positive	n2-sps-315	78381	313.860883159	88424.4805615	33572.1225	3.20600000001	1	2	6	PQ12
n2-second-positive	n2-sps-315	85715	313.861956823	14721.5627123	31630.588	1198.676	25	1	3	RQ21
n2-second-positive	n2-sps-315	113935	313.864128799	74.4355811013	31630.588	15564.067	93	1	4	RQ32
n2-second-positive	n2-sps-315	66982	313.864340581	9992.99223948	31630.588	2155.682	35	1	3	Q1
n2-second-positive	n2-sps-315	143702	313.864931601	11831.4644253	33572.1225	2248.825	36	2	6	OP12
n2-second-positive	n2-sps-315	57696	313.865630977	12545770.9156	31630.588	1296.9925	25	1	3	R3
n2-second-positive	n2-sps-315	183130	313.871423115	810.112835629	35447.3395	15020.7075	93	3	10	QP32
n2-second-positive	n2-sps-315	171617	313.874452252	11715.3468271	33572.1225	2253.776	35	2	6	OP23
n2-second-positive	n2-sps-315	71317	313.874506432	588.56241888	35447.3395	15018.03	95	3	10	Q1
n2-second-positive	n2-sps-315	26886	313.875269882	1763.62978124	37230.366	10865.6515	81	4	2	SR21
n2-second-positive	n2-sps-315	2135	313.875654072	692945.528902	31630.588	15560.5255	95	1	4	R1
n2-second-positive	n2-sps-315	30116	313.878924645	692148.163322	31630.588	15562.565	94	1	4	R2
n2-second-positive	n2-sps-315	95074	313.879407356	22282.0852092	31630.588	2160.953	34	1	3	Q2
