Date: 27-Aug-2020 19:53:06
Carousel: 20082804
Sample: H92649
Target: 7
Location: 1
RockType: HEMATITE
Atmosphere: EARTH
DistToTarget: 202
LocationsPerSample: 6
IntegrationsPerLocation: 6
PulsesPerIntegration: 10
LaserAttenuation: 3.20
LaserRepetitionRate: 10
IntegrationTime: 1
IntegrationsAveraged: 1
UVTriggerDelay: 0
VISTriggerDelay: 0
VNIRTriggerDelay: 0
DarkSubtracted: YES
BoxcarSmoothing: 0
PulsesDiscarded: 10
SpectColumnsDiscarded: 1
SaturatedIntegrations: NONE
wave,i1,i2,i3,i4,i5
244.451000,0.000000,0.000000,0.000000,0.000000,0.000000
244.504000,0.000000,0.000000,0.000000,0.000000,0.000000
244.557000,0.000000,0.000000,0.000000,0.000000,0.000000
244.611000,0.000000,0.000000,0.000000,0.000000,0.000000
244.664000,0.000000,0.000000,0.000000,0.000000,0.000000
244.717000,0.000000,0.000000,0.000000,0.000000,0.000000
244.771000,0.000000,0.000000,0.000000,0.000000,0.000000
244.824000,0.000000,0.000000,0.000000,0.000000,0.000000
244.877000,0.000000,0.000000,0.000000,0.000000,0.000000
244.931000,0.000000,0.000000,0.000000,0.000000,0.000000
244.984000,0.000000,0.000000,0.000000,0.000000,0.000000
245.038000,0.000000,0.000000,0.000000,0.000000,0.000000
245.091000,0.000000,0.000000,0.000000,0.000000,0.000000
245.143000,0.000000,0.000000,0.000000,0.000000,0.000000
245.198000,0.000000,0.000000,0.000000,0.000000,0.000000
245.251000,0.000000,0.000000,0.000000,0.000000,0.000000
245.303000,0.000000,0.000000,0.000000,0.000000,0.000000
245.358000,0.000000,0.000000,0.000000,0.000000,0.000000
245.411000,0.000000,0.000000,0.000000,0.000000,0.000000
245.463000,0.000000,0.000000,0.000000,0.000000,0.000000
245.517000,0.000000,0.000000,0.000000,0.000000,0.000000
245.571000,0.000000,0.000000,0.000000,0.000000,0.000000
245.623000,0.000000,0.000000,0.000000,0.000000,0.000000
245.677000,0.000000,0.000000,0.000000,0.000000,0.000000
245.730000,0.000000,0.000000,0.000000,0.000000,0.000000
245.783000,0.000000,0.000000,0.000000,0.000000,0.000000
245.837000,0.000000,0.000000,0.000000,0.000000,0.000000
245.890000,0.000000,0.000000,0.000000,0.000000,0.000000
245.942000,0.000000,0.000000,0.000000,0.000000,0.000000
245.996000,0.000000,0.000000,0.000000,0.000000,0.000000
246.050000,0.000000,0.000000,0.000000,0.000000,0.000000
246.102000,0.000000,0.000000,0.000000,0.000000,0.000000
246.156000,0.000000,0.000000,0.000000,0.000000,0.000000
246.209000,0.000000,0.000000,0.000000,0.000000,0.000000
246.261000,0.000000,0.000000,0.000000,0.000000,0.000000
246.316000,0.000000,0.000000,0.000000,0.000000,0.000000
246.369000,0.000000,0.000000,0.000000,0.000000,0.000000
246.422000,0.000000,0.000000,0.000000,0.000000,0.000000
246.475000,0.000000,0.000000,0.000000,0.000000,0.000000
246.528000,0.000000,0.000000,0.000000,0.000000,0.000000
246.581000,0.000000,0.000000,0.000000,0.000000,0.000000
246.635000,0.000000,0.000000,0.000000,0.000000,0.000000
246.688000,0.000000,0.000000,0.000000,0.000000,0.000000
246.741000,33140796747.005909,277177572793.139038,209766179410.025146,114486388762.383621,61574093956.084389
246.794000,244263778381.616241,80154987929.270401,169047249424.291748,39127790316.183960,57741981825.825462
246.847000,189759282245.185913,133676579395.393524,127914657869.730911,92190744410.616043,53969998290.382088
246.900000,130748326479.337067,226251451907.722076,83754725078.068344,62531808316.204964,48888504683.578545
246.953000,84116045151.729324,120785190019.051773,40509494498.697823,241198733299.582733,294715863646.485413
247.007000,41014875916.021820,9142634879.112637,63998444153.791573,142091783746.217407,162662712224.221985
247.060000,-4225055231.958879,37257305227.275475,131104744167.456238,37257305227.275475,23429851740.864017
247.113000,95885194551.996567,370328251399.639038,194287060877.010345,261608030805.249603,39448830042.061356
247.166000,199596243145.331665,200942267906.427216,264590010181.093781,253148799711.780884,56917618469.188499
247.219000,303729124876.827026,24794214275.660000,66634450865.835037,241549884388.649689,178208415106.301849
247.272000,23290516832.278595,42381104399.720276,98125620096.648788,224791668606.621918,145470277263.903442
247.325000,89550104997.850159,58953819123.585030,127608899621.936493,206711492370.037781,112683882122.295120
247.378000,155598165335.134857,212044277819.479584,158569013360.626556,186792069602.799683,171937829475.339783
247.431000,219954646477.614990,211862669516.900360,87540478029.552246,166253344829.234680,74299061184.745972
247.484000,41265234784.322876,212169039023.818024,112231700504.853561,146436806624.012207,28118788304.361710
247.537000,149191205161.693817,226543227237.444366,129781417885.075821,62363991072.209572,79247060478.497849
247.592000,221784152148.607971,266649578504.632477,162024130807.992065,18164140225.111507,139137314124.351959
247.644000,284642912637.847107,232867763553.974731,76579057714.750977,24563093983.976944,193614976108.992493
247.697000,255619416148.256683,196340224667.125488,75306964923.345428,18031245122.491344,187501379018.845459
247.751000,130876966828.009384,170359403748.190918,78233717601.100632,12429656067.464729,191806653433.227448
247.803000,115931598359.122147,44422388156.298546,68331023082.697533,18419038991.635700,187440808561.944244
247.856000,101646803894.628952,24337967129.700146,58840614648.862587,67824187809.971870,114531610022.117096
247.910000,120490403547.160843,160164073007.811493,51281891265.804031,120490403547.160843,160164073007.811493
247.962000,162029512115.521759,255521595028.165985,40349214730.720016,103684828794.097702,174682575968.360748
248.015000,202658619181.641235,42988191947.620872,30705851391.157772,88478342156.743393,190376278625.178192
248.069000,247704572072.470093,55398315976.321335,57162593555.185410,78922017027.837921,95270989258.642365
248.121000,197407356396.234528,63548943497.417549,75717890124.582748,63548943497.417549,124055650338.045166
248.174000,112473991169.755035,215644373025.616730,48179405375.523483,263491506639.929108,154174097201.673462
248.228000,32315446590.472168,44824651722.267662,57333856854.063156,144898292776.631622,194935113303.813599
248.280000,31391566165.245293,43543140164.694908,55694714164.144524,140755732160.291809,189362028158.090240
248.333000,72958201741.966492,61127142000.025917,120282440709.728836,181573902983.949341,285917277096.896973
248.387000,305372189400.325073,13512043778.775152,185790601958.162292,232407152994.937622,49994561981.468895
248.440000,317143582085.239990,52781591148.760262,249946373568.968597,349720607159.851929,18728951697.947868
248.492000,311242639407.397522,87658740584.141846,298039717986.082214,64283076428.370674,5843916038.942789
248.546000,327520681161.035156,194209355901.438293,40524871299.844376,126446456350.879395,100315665020.925797
248.599000,137142783647.748749,307573757507.584900,-10602060581.247070,192661100885.032684,117648672256.422424
248.651000,43305844130.246696,392338020702.389038,18959772554.536221,241090744187.793976,124746685330.413223
248.705000,84546402157.372330,329556195489.396973,48608719586.603111,120593317805.864456,132936655588.530075
248.758000,129504893024.272934,270310387534.084778,80686294606.745834,150015484720.525482,144195674955.473114
248.810000,155327086212.468414,190203022409.862671,90903481847.837860,166952398278.266510,143701774146.670380
248.864000,113345296665.266006,93858999244.303833,105550777696.881424,82167220791.726257,113345296665.266006
248.917000,72350169120.928329,144366927324.248077,276397650697.000977,84352962154.814972,84352962154.814972
248.969000,52747439531.425240,133798383201.664276,248540145718.957703,110640970724.453125,6432614577.002951
249.023000,188154534017.259827,127223661602.343750,232837173788.198029,138922389106.007538,4387022813.873923
249.076000,92253864957.983658,118589031312.013504,213347160555.196289,165119877385.392029,2261916128.567159
249.129000,-2666628964.757607,153331165473.597809,201330486839.245636,81332183425.126099,141331335132.185883
249.180000,143531675507.724060,142283573981.569580,64901279360.014664,92463521395.918015,76134193095.401718
249.234000,6316108349.790025,142744048705.257660,56371267021.877701,110110822231.342331,137375356607.936630
249.287000,24571537000.619835,198178278815.456970,47858287752.841537,128799821401.942169,201069047874.353394
249.339000,23654474991.494102,190781844049.044281,46072114689.315605,123992738190.707962,193564723459.808289
249.393000,41876323398.524361,203714144652.971558,177895659550.121826,41876323398.524361,257240272305.220428
249.446000,228117074145.730743,217514449572.761017,66186080667.634125,124018578338.382919,343782069487.228271
249.498000,204334919639.067719,215297746922.236755,37304065060.783485,138557955940.053467,190783647025.150055
249.552000,125894470595.789261,175012961524.518799,11788437822.895433,164131326611.077240,55314977476.661667
249.605000,48962666501.003807,95356304204.115723,190410369726.125946,38082073945.225189,168649184614.568695
249.658000,335604137119.923889,15922824023.938126,148204746684.345978,69713389797.112915,170251733794.414001
249.710000,31103743546.990231,118073434241.487961,74588588894.239105,99451451858.985443,248527970283.234558
249.763000,32501673859.115826,240269383388.420502,85506740105.993210,130917957320.365387,189390594870.645569
249.816000,184845093477.590057,8568977843.332520,96707035660.461288,129758807341.884567,129758807341.884567
249.869000,424879235400.975220,90686092545.095978,64856475019.510811,116567061198.962509,69940236719.377243
249.922000,256895319479.007568,174585021157.046844,32695767933.691498,103588496501.030121,40791862850.605759
249.975000,200365593180.868286,254926685477.811981,34524532978.857040,88469115758.321335,10788916555.892353
250.028000,147955270800.951111,70707045203.822739,37066688895.395996,3426332586.969249,194055018334.720825
250.081000,96660966520.384888,375044550099.092163,-7732877321.630318,33079530764.753742,96660966520.384888
250.133000,102906518986.674240,239693030378.191254,35779805063.059135,61532821096.646957,148502022783.846558
250.186000,87594719233.864960,147895431749.930847,79343042784.297729,90768440945.236572,210417749463.957397
250.239000,72473625893.226685,20752359837.267326,68323153925.773056,97057190623.528000,273611882777.510925
250.292000,56157816944.588753,86760672245.853058,56157816944.588753,101588859866.053696,260597510091.181061
250.345000,87011931917.073105,153457407199.200989,30058667389.534538,155197645837.542603,252018195534.358124
250.398000,79129270867.951752,220567553154.650909,39511741536.337196,209142471264.625824,243417716934.701050
250.450000,68587248966.198013,124499656096.616150,47224007484.923706,36184629111.824799,102420899350.418304
250.503000,60168764191.380867,202385843189.190186,147686966651.571228,39200861518.627335,311783596264.428101
250.556000,236063061640.015533,92585772227.642654,4292055666.182374,42920556661.821236,103622486797.825195
250.609000,192627129891.245850,105371266978.126617,29286569905.095467,45590433563.602150,124392441246.384415
250.662000,152384177733.386108,146361087704.398254,168044211808.753540,48787029234.799416,146361087704.398254
250.715000,114973148013.331619,92839279946.594086,37504609779.750084,129882767474.952927,81772345913.225266
250.767000,119273721958.969452,195367336980.894623,173626304117.487427,206237853412.598206,97532689095.562256
250.820000,199303422739.014099,226818650567.848724,141652469192.885742,121998735029.433502,101034751921.750473
250.874000,299031031285.678894,89033879951.588074,122191324899.076080,89750244502.923157,265873586338.190857
250.925000,178746744581.907166,122649125400.930023,85299791895.484741,48784806181.882835,157544494812.718750
250.978000,210705527042.065979,158247719479.725983,52846383914.653915,11365858305.174059,231688650067.001984
251.031000,41236589608.969849,327901984959.597961,20760489941.067837,184569287284.283905,51474639442.920853
251.085000,73171802310.557251,186417411160.364899,46455931284.390343,15435836592.896584,293280895265.032654
251.136000,98479558431.973236,211249972326.058624,67916936849.636597,98479558431.973236,159604801596.646515
251.189000,189839064369.799530,239723782014.418213,113903438621.879028,149931290254.104553,199816007898.722382
251.243000,84551421658.918060,167377304100.307526,167377304100.307526,91884963333.416473,252503905498.402374
251.295000,241395721373.010132,159988264984.922272,118530764046.544312,27701148354.279396,292558046394.690552
251.347000,166357283545.026245,88293186088.622299,69091212691.299881,40377981442.967255,320870359200.115845
251.401000,103943577998.154266,192105146771.458130,25577739088.550861,54964928679.652145,133330767589.255554
251.454000,80580572391.900024,287787758542.501038,50979545798.957016,198984678763.672028,110181598984.843018
251.506000,232353530721.443848,211525565802.292053,133623567143.647217,172574566472.969604,289427564460.936829
251.558000,367287514889.474182,107297476259.846298,78409694189.887360,143407203847.294312,265148571142.120392
251.612000,31164411633.666416,375613171795.246765,31164411633.666416,129578343108.403641,109895556813.456192
251.664000,67352809021.842293,361850921344.068787,78123804796.590454,136069035230.361816,155702242718.510223
251.716000,149445535020.795074,329729037585.563721,120979718826.357925,26093664844.900726,244331589002.252289
251.770000,127814186172.775970,329963819533.901978,175945051258.758362,62703821459.238419,262580608413.526642
251.823000,101027541231.796906,91197834517.351852,123553952452.399780,101027541231.796906,199324608376.247498
251.875000,150385556646.461121,245199567842.128540,65052946570.360458,169348358885.594574,197792562244.294830
251.928000,201495565187.671295,331859665442.121948,209471703718.786194,163837730811.260315,284787372471.608215
251.981000,255673447137.770081,189251067056.617493,168625863717.926208,160784332736.123535,350562561539.416748
252.033000,93183168637.431107,261380085843.714325,124200964325.936157,74494622281.177414,392199910337.490112
252.086000,98471451205.705994,329263914969.080261,81354343476.589691,61544657003.566124,172325039609.985779
252.139000,144537331519.431274,135110983811.642303,40847506733.752571,40847506733.752571,50273854441.541534
252.191000,55057914184.664856,261720795863.597412,139601820326.046356,73845448882.749634,205358191769.343079
252.243000,196177289516.432007,240989360725.769257,52778661646.552948,117258252997.765549,61741075888.420395
252.297000,134497194768.458939,270275315201.378571,113490013871.289719,168826002576.026978,104267349087.166840
252.350000,69701876444.996429,165475447132.777130,117588661788.886795,139669790586.346680,98433947651.330643
252.401000,330486060204.652039,199985159264.759888,25651894650.398563,97377580663.164124,276691795695.078003
252.455000,131782868687.071213,251306865868.368011,85812100540.418579,251306865868.368011,177753636833.723846
252.507000,209621111534.293610,308207762564.673889,134353356917.664841,209123199155.352386,245470802818.068237
252.560000,168855687249.348022,195057431822.522766,180339167895.615662,168855687249.348022,247460920968.872040
252.613000,91264323238.597656,241813557260.219879,232957719964.830353,153501179786.752380,206390208078.661682
252.665000,96548713113.212967,70674616298.753937,123500897294.941086,132245383718.346451,53425218422.447922
252.718000,65287340191.740486,216635265181.683533,20773244606.463112,118704254894.073364,91995797542.906906
252.770000,172837313361.171844,190145083266.602203,94952348786.735382,96034084405.825287,43029039070.444405
252.823000,247140119312.337067,41626102867.814049,152946195108.597382,75878438941.901215,307081707441.989624
252.876000,127467059788.323715,162362984901.476990,48951228283.728737,96206126874.457336,153639003623.188690
252.928000,124886029771.316177,159075361115.554871,47960034246.779083,94258087108.769180,150528028279.495209
252.981000,102959993271.148056,102959993271.148056,59455770762.212395,189968438289.019379,172566749285.445129
253.033000,102627697963.243896,102627697963.243896,59263881922.436768,189355330044.858215,172009803628.535370
253.086000,186696473130.548309,204337084764.930878,204337084764.930878,224754459341.763245,195516778947.739594
253.138000,222011440130.160614,187524226129.358978,15088156125.350725,251149942700.282867,23709959625.551140
253.191000,210432009495.873535,159923595749.534576,108232315170.727478,279156572462.205017,49207260230.626328
253.244000,202835712580.951813,31425251244.935917,202835712580.951813,39995774311.736717,194265189514.151001
253.296000,265450016378.926758,49208749772.594521,99110580527.901947,89869500758.400787,223865157416.170593
253.349000,33569882214.802120,110165951493.646133,50591230943.434113,144208648950.910126,144917871814.602997
253.401000,34701527883.746368,261076595689.123962,89587389659.604126,126928407360.011337,59854313195.454987
253.454000,35569711590.274994,191667871575.976196,133466530426.573029,139394815691.618866,9613435564.939028
253.506000,35067131616.866699,110812135909.299469,169724917025.636078,69783591917.565033,136060470673.443695
253.559000,53988953757.511024,195796849463.935913,145051867176.833221,3939108214.066936,120722081148.769775
253.612000,160678864645.452606,201809857553.244293,122577349968.829865,134695262893.504822,466073574.025863
253.664000,258544580239.587250,209813664592.335236,96108194748.747284,101447538901.455032,96897816067.105118
253.717000,71877957218.442139,22901178798.304844,90425644601.624115,72860516044.772003,194319903268.785431
253.769000,276225327593.595886,35058509646.074646,82979249582.684311,43097403577.658676,51136297509.242722
253.822000,74155605102.808563,163412807597.374237,77626718533.152649,51165113551.177704,120136588206.069366
253.875000,126840837159.209183,136526016077.529602,74027439828.704926,60911607173.051666,195337223003.234650
253.927000,176286458287.028107,42327355419.840439,67444687207.438133,96050537298.868835,151169126499.430420
253.979000,102000690874.663940,266297105706.337860,107857553810.793427,128927047749.855026,11637662717.243258
254.032000,15987001034.955648,166125793363.237732,151837893887.552979,166125793363.237732,15987001034.955648
254.084000,91097118193.002258,171872888019.309357,188028041984.570740,108897704506.576660,91097118193.002258
254.137000,221557247132.010712,100951487604.504807,141935111443.944824,56654927778.044197,237638015069.011505
254.189000,58707377556.435814,212974939018.603455,92774797379.331757,4713731044.677150,120414402141.302872
254.243000,92166303066.294983,198146228950.880035,52197378026.489403,165537020986.392365,67709397092.929222
254.294000,21809725520.256256,37512727894.840469,6106723145.672037,85385075411.801682,76770233831.301025
254.347000,35211445688.840950,51056596248.819336,146127499608.689636,11443719848.873375,74824322088.786896
254.399000,114081188306.684021,78945917383.333038,75041998391.849548,86753755366.300018,90657674357.783066
254.452000,183626062872.585388,111071374615.612778,6270158244.430140,167502798815.480347,6270158244.430140
254.504000,5985667050.262569,149641676256.564240,45890114052.013039,133753794579.941513,85794561053.763504
254.556000,55326459496.714684,78486372774.409332,78486372774.409332,98358150216.382080,163406054792.623047
254.610000,-2287797811.303593,170669716723.216614,145961500361.142273,71836851274.919342,133378612398.974854
254.661000,27155984407.751148,144831916841.340668,117344761892.031448,97143358856.996674,89195265859.605988
254.714000,56038636758.891541,61511159879.877182,93032893056.753784,85152459762.534653,29989426703.000565
254.766000,81072528862.290955,51061104296.301460,126089665711.275162,41995153125.325607,103581097286.783066
254.820000,81304774919.291824,42174134583.803871,114275962609.378662,3043494248.315927,26521878449.608692
254.871000,11858332457.705017,171945820636.724060,94513733100.399704,80467255962.998871,11858332457.705017
254.923000,87015215468.814667,219710892484.556885,74180218529.744644,66903684832.004036,190604757693.594391
254.977000,170231243188.447205,86490159582.701660,78877333800.361145,155005591623.766205,132167114276.744659
255.029000,23216141940.318661,222576773648.005829,64820604255.383987,119169095556.037094,76890158169.311371
255.081000,59327580691.241348,182250913346.476044,50293284830.585091,82375705564.097855,129325589564.361755
255.133000,12431360168.809032,194477041284.924927,35187070308.323532,63842409002.526474,179306567858.581970
255.186000,143334872470.944916,45691902578.074333,15647911841.806465,45900541402.631279,8136914157.739500
255.239000,146796694169.676483,45318329514.715416,4878767531.488512,29706273413.952175,32199865707.824184
255.290000,127716918760.487778,60955802135.687149,-6219979809.764307,83347729450.837646,53491826363.970337
255.343000,114594678141.810181,77428836582.304108,159193688013.217529,63526058813.748177,92295173206.106552
255.396000,152240635923.719025,74855160322.604080,83922123403.933716,44983382729.076591,167422527594.782410
255.447000,100190749393.344025,68311874586.370811,60970897018.880203,24266009181.427181,68311874586.370811
255.500000,52995619076.268204,96774608747.967361,69260259201.976990,104093696804.536346,52860080408.553436
255.553000,6208269990.506600,73257585887.974838,79120951990.119629,28558041956.329346,6208269990.506600
255.605000,94007910133.322937,102489058547.524796,86650769340.280304,13079361409.853945,20436502202.896580
255.657000,73883492091.504074,132826555034.310364,7572546280.847011,60887365366.267082,59147726355.802505
255.709000,112170974591.912323,176268674358.719391,76561141388.130630,105049007951.155991,12463441621.323593
255.762000,7446358640.351841,7446358640.351841,77990808917.370132,75443370435.144653,100133928032.101044
255.815000,188099864805.329163,20684871373.500523,73894919803.263550,48706248849.917442,195436370908.245575
255.866000,96033685478.818695,32404004302.669060,64258122471.716553,18264075152.413586,74823791753.435471
255.919000,32877504922.516186,237187714083.868408,57105094859.466148,54013043801.276764,43151725210.802841
255.972000,24875649860.115761,56046362133.811653,52066258156.193535,92598337438.471619,12183991768.219707
256.024000,16163592936.808456,23720597426.744789,46391610896.553795,8606588446.872126,99290642326.108109
256.075000,132065322151.376938,39401797763.304611,36299813684.786285,60785688006.705917,93752518798.616058
256.129000,96431989162.234192,29072913930.015404,29823622975.156620,51184707623.266495,97046205653.713242
256.181000,56075040456.808601,110110988533.369263,22022197706.673855,51249188490.222527,96754933442.747742
256.233000,15790984401.945002,108138260271.546753,80554009037.769684,50504498635.756264,94945792290.175171
256.285000,27926743556.425529,103673253476.593643,7268604487.288771,48584882625.562279,71793409234.098862
256.338000,21601338561.693398,238782364100.878357,31331671247.140533,98665573430.436447,53646567539.099915
256.390000,13440665871.324591,120175365437.724335,56134545697.884476,77481485611.164413,34787605784.604538
256.441000,68570319948.131470,21486612517.806923,129106515215.691605,60816455430.836006,135832759134.309387
256.495000,98465461299.331497,84591658533.085190,121652696478.104126,49907151617.469437,110091194172.898865
256.547000,113666497248.879700,78497888698.371277,99482472805.856766,39686123184.758644,50518443221.723961
256.599000,114854745243.268417,79318490732.102966,100522443700.090973,40100994386.218307,51046553441.452286
256.650000,91071417546.924515,84434634081.966415,51250716757.175995,36963196797.891647,217170303381.128082
256.704000,70200609781.597656,123564487948.909454,41378408204.599991,37430812939.103859,126988907938.255692
256.756000,92737042238.664719,161251245739.594025,30102789038.188034,37005339390.893608,30102789038.188034
256.808000,117512525564.606049,81898701660.904022,4124395047.671680,41505816828.947174,74828310150.610168
256.859000,131827913456.991592,131827913456.991592,85235158630.677597,42463502745.146049,38642403804.363533
256.913000,116859503566.911438,26908438321.328423,90335471507.316162,47666376454.924500,33827751032.527111
256.965000,117382057195.085663,98993055876.859756,92073152941.778305,195871696968.000244,47093783863.748772
257.017000,120622567406.538345,82993570835.150513,111313651878.424759,132455379046.147049,61753510052.694847
257.068000,113321550975.985168,90694033492.143829,119944239020.036255,60340046623.576454,100076174887.882980
257.122000,59704451761.372955,107927278184.020554,80371377371.079071,18370600541.960728,52815476558.137581
257.174000,66232817655.655281,113026366649.469910,30963525653.552505,106187796566.476761,51479235902.531868
257.226000,72810128412.612579,92681750829.723083,11904078088.221313,92776227639.947220,127543693802.371201
257.278000,79445073439.540878,72667768596.357254,174327341244.111450,79633331907.407425,86536142395.835159
257.330000,151412352938.976715,65311525265.293633,91160171180.149323,65311525265.293633,44951500487.756157
257.383000,72520793010.519485,112789408152.607498,12117870297.387505,112789408152.607498,5406434440.372839
257.435000,93027671214.784149,82609309621.850220,2950332486.494731,87280669392.133377,69332813432.624313
257.487000,113542681392.773117,1465066856.680615,67393075407.323273,62570563670.748962,41021871987.066208
257.539000,110565500277.187881,21285987402.098717,45369561719.901962,38314777323.778130,156543233065.721344
257.591000,61114804863.419754,40864102955.165161,23454544299.710232,119872065325.580170,100286311838.193359
257.643000,8107876132.219596,58870231046.983749,1762581767.874076,77729855963.232620,71560819775.674789
257.696000,31594192996.497791,25057463411.015541,51204381752.944542,40128256621.988426,31594192996.497791
257.748000,32811808487.119171,65442336264.364418,72210149432.978210,181280709.873915,19759597376.221066
257.800000,49855291415.949692,34447604409.610245,90454253755.847382,72410270493.670410,59756048465.650352
257.853000,70395370484.996460,32737795247.120884,114977080524.674850,23141187363.920567,121536787179.014465
257.904000,86499258867.630829,28892049655.854988,124707520453.332672,10082735696.227119,124707520453.332672
257.956000,112111454039.067062,25315489621.724995,-5683069098.754304,43914624854.012581,98205156168.629715
258.009000,116992679854.149765,92398598249.773819,-1878714567.000862,18616353436.645992,74380017629.900909
258.062000,78085144746.056641,55900864615.271690,1936722868.560511,8275088620.213355,52951763883.599754
258.113000,34434894674.349136,16024158907.865355,58982542362.994179,3750335063.542837,28297982752.187878
258.165000,55080283670.138977,36720189113.425987,55986955006.272736,12240063037.808661,37626860449.559761
258.217000,14737830653.159803,26796055733.017757,52363958911.605133,44883393352.804695,46334846371.676147
258.270000,7594342644.740037,7594342644.740037,51089214155.525688,42171614837.838409,57302767228.495064
258.321000,92855989840.784439,6985496483.435304,31519923156.963631,37596737171.008499,129657629851.076920
258.373000,27359054587.440655,131357448422.930511,21241502008.882423,33476607165.998878,27359054587.440655
258.425000,28840839960.897831,203951842474.202545,40740785388.890182,90902360908.275223,52640730816.882530
